Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,35,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,38,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,75,0,0.0,0,0,0.0,0,0,0.0,17,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,92,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,269,0,0.0,0,0,0.0,0,0,0.0,86,0,0.0,1,0,0.0,26,0,0.0,0.0,0,5586,0,382,0
3,2022-02-19,0,0,0.0,59,0,0.0,63,0,0.0,510,0,0.0,65,0,0.0,0,0,0.0,221,0,0.0,37,0,0.0,144,0,0.0,0.0,0,12691,0,1099,0
4,2022-02-20,3,0,0.0,175,0,0.0,156,0,0.0,1153,0,0.0,159,0,0.0,0,0,0.0,559,0,0.0,103,0,0.0,386,0,0.0,0.0,0,19482,0,2694,0
5,2022-02-21,9,0,0.0,375,0,0.0,267,0,0.0,1706,0,0.0,359,0,0.0,0,0,0.0,785,0,0.0,184,0,0.0,655,0,0.0,0.0,0,27403,0,4340,0
6,2022-02-22,28,0,0.0,623,0,0.0,383,0,0.0,2426,0,0.0,619,0,0.0,0,0,0.0,1230,0,0.0,344,0,0.0,964,0,0.0,0.0,0,34082,0,6617,0
7,2022-02-23,90,0,0.0,934,0,0.0,521,0,0.0,3356,0,0.0,1251,0,0.0,0,0,0.0,1575,0,0.0,499,0,0.0,1388,0,0.0,0.0,0,39535,0,9614,0
8,2022-02-24,166,0,0.0,1218,0,0.0,585,0,0.0,4056,0,0.0,2084,0,0.0,0,0,0.0,1878,0,0.0,627,0,0.0,1664,0,0.0,0.0,0,40535,0,12278,0
9,2022-02-25,294,0,0.0,1463,0,0.0,644,0,0.0,4414,0,0.0,2953,0,0.0,0,0,0.0,2042,0,0.0,714,0,0.0,1882,0,0.0,0.0,0,41430,0,14406,0
10,2022-02-26,434,0,0.0,1689,0,0.0,687,0,0.0,4605,0,0.0,3375,0,0.0,0,0,0.0,2148,0,0.0,786,0,0.0,2029,0,0.0,0.0,0,42234,0,15753,0
11,2022-02-27,565,0,0.0,1918,0,0.0,720,0,0.0,4751,0,0.0,3776,0,0.0,0,0,0.0,2227,0,0.0,862,0,0.0,2159,0,0.0,0.0,0,42959,0,16978,0
12,2022-02-28,705,0,0.0,2118,0,0.0,739,0,0.0,4895,0,0.0,4068,0,0.0,0,0,0.0,2314,0,0.0,922,0,0.0,2260,0,0.0,0.0,0,43615,0,18021,0
13,2022-03-01,854,0,0.0,2289,0,0.0,752,0,0.0,4977,0,0.0,4349,0,0.0,1,0,0.0,2400,0,0.0,969,0,0.0,2337,0,0.0,0.0,0,43648,0,18928,0
14,2022-03-02,981,0,0.0,2467,0,0.0,769,0,0.0,5062,0,0.0,4627,0,0.0,1,0,0.0,2467,0,0.0,1006,0,0.0,2407,0,0.0,0.0,0,43676,0,19787,0
15,2022-03-03,1106,0,0.0,2616,0,0.0,784,0,0.0,5127,0,0.0,4787,0,0.0,1,0,0.0,2502,0,0.0,1041,0,0.0,2453,0,0.0,0.0,0,43703,0,20417,0
16,2022-03-04,1213,0,0.0,2743,0,0.0,792,0,0.0,5189,0,0.0,4937,0,0.0,3,0,0.0,2542,0,0.0,1088,0,0.0,2485,0,0.0,0.0,0,43726,0,20992,0
17,2022-03-05,1295,0,0.0,2893,0,0.0,798,0,0.0,5239,0,0.0,5064,0,0.0,4,0,0.0,2573,0,0.0,1117,0,0.0,2532,0,0.0,0.0,0,43726,0,21515,0
18,2022-03-06,1391,0,0.0,3013,0,0.0,801,0,0.0,5278,0,0.0,5186,0,0.0,6,0,0.0,2609,0,0.0,1145,0,0.0,2567,0,0.0,0.0,0,43726,0,21996,0
