Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,29,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,32,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,72,0,0.0,0,0,0.0,0,0,0.0,15,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,87,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,252,0,0.0,0,0,0.0,0,0,0.0,61,0,0.0,0,0,0.0,21,0,0.0,0.0,0,5586,0,334,0
3,2022-02-19,0,0,0.0,58,0,0.0,50,0,0.0,481,0,0.0,62,0,0.0,0,0,0.0,212,0,0.0,44,0,0.0,146,0,0.0,0.0,0,12691,0,1053,0
4,2022-02-20,4,0,0.0,178,0,0.0,138,0,0.0,1122,0,0.0,175,0,0.0,0,0,0.0,498,0,0.0,108,0,0.0,411,0,0.0,0.0,0,19482,0,2634,0
5,2022-02-21,7,0,0.0,365,0,0.0,235,0,0.0,1700,0,0.0,372,0,0.0,0,0,0.0,746,0,0.0,198,0,0.0,687,0,0.0,0.0,0,27403,0,4310,0
6,2022-02-22,34,0,0.0,660,0,0.0,363,0,0.0,2452,0,0.0,644,0,0.0,0,0,0.0,1165,0,0.0,346,0,0.0,983,0,0.0,0.0,0,34082,0,6647,0
7,2022-02-23,67,0,0.0,964,0,0.0,511,0,0.0,3406,0,0.0,1302,0,0.0,0,0,0.0,1556,0,0.0,506,0,0.0,1381,0,0.0,0.0,0,39535,0,9693,0
8,2022-02-24,141,0,0.0,1236,0,0.0,585,0,0.0,4138,0,0.0,2174,0,0.0,0,0,0.0,1884,0,0.0,628,0,0.0,1645,0,0.0,0.0,0,40535,0,12431,0
9,2022-02-25,253,0,0.0,1475,0,0.0,639,0,0.0,4489,0,0.0,2993,0,0.0,0,0,0.0,2060,0,0.0,716,0,0.0,1882,0,0.0,0.0,0,41430,0,14507,0
