Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,34,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,36,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,88,0,0.0,0,0,0.0,0,0,0.0,15,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,103,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,265,0,0.0,0,0,0.0,0,0,0.0,78,0,0.0,0,0,0.0,40,0,0.0,0.0,0,5586,0,383,0
3,2022-02-19,0,0,0.0,50,0,0.0,41,0,0.0,500,0,0.0,66,0,0.0,0,0,0.0,230,0,0.0,47,0,0.0,151,0,0.0,0.0,0,12691,0,1085,0
4,2022-02-20,1,0,0.0,192,0,0.0,112,0,0.0,1151,0,0.0,173,0,0.0,0,0,0.0,536,0,0.0,104,0,0.0,415,0,0.0,0.0,0,19482,0,2684,0
5,2022-02-21,2,0,0.0,393,0,0.0,222,0,0.0,1679,0,0.0,384,0,0.0,0,0,0.0,789,0,0.0,195,0,0.0,681,0,0.0,0.0,0,27403,0,4345,0
6,2022-02-22,19,0,0.0,677,0,0.0,345,0,0.0,2437,0,0.0,662,0,0.0,0,0,0.0,1233,0,0.0,309,0,0.0,966,0,0.0,0.0,0,34082,0,6648,0
7,2022-02-23,61,0,0.0,956,0,0.0,485,0,0.0,3368,0,0.0,1326,0,0.0,0,0,0.0,1579,0,0.0,467,0,0.0,1394,0,0.0,0.0,0,39535,0,9636,0
8,2022-02-24,151,0,0.0,1221,0,0.0,558,0,0.0,4099,0,0.0,2155,0,0.0,0,0,0.0,1883,0,0.0,575,0,0.0,1653,0,0.0,0.0,0,40535,0,12295,0
9,2022-02-25,265,0,0.0,1473,0,0.0,613,0,0.0,4478,0,0.0,2997,0,0.0,0,0,0.0,2047,0,0.0,663,0,0.0,1871,0,0.0,0.0,0,41430,0,14407,0
10,2022-02-26,411,0,0.0,1707,0,0.0,659,0,0.0,4657,0,0.0,3433,0,0.0,0,0,0.0,2153,0,0.0,733,0,0.0,2042,0,0.0,0.0,0,42234,0,15795,0
11,2022-02-27,560,0,0.0,1937,0,0.0,689,0,0.0,4811,0,0.0,3769,0,0.0,0,0,0.0,2219,0,0.0,797,0,0.0,2175,0,0.0,0.0,0,42959,0,16957,0
12,2022-02-28,708,0,0.0,2147,0,0.0,714,0,0.0,4936,0,0.0,4072,0,0.0,0,0,0.0,2297,0,0.0,842,0,0.0,2269,0,0.0,0.0,0,43615,0,17985,0
13,2022-03-01,856,0,0.0,2320,0,0.0,728,0,0.0,5032,0,0.0,4362,0,0.0,1,0,0.0,2372,0,0.0,896,0,0.0,2338,0,0.0,0.0,0,43648,0,18905,0
14,2022-03-02,969,0,0.0,2508,0,0.0,738,0,0.0,5112,0,0.0,4600,0,0.0,2,0,0.0,2447,0,0.0,946,0,0.0,2403,0,0.0,0.0,0,43676,0,19725,0
15,2022-03-03,1085,0,0.0,2653,0,0.0,746,0,0.0,5171,0,0.0,4763,0,0.0,3,0,0.0,2494,0,0.0,985,0,0.0,2442,0,0.0,0.0,0,43703,0,20342,0
16,2022-03-04,1179,0,0.0,2789,0,0.0,756,0,0.0,5232,0,0.0,4930,0,0.0,4,0,0.0,2530,0,0.0,1007,0,0.0,2485,0,0.0,0.0,0,43726,0,20912,0
17,2022-03-05,1273,0,0.0,2898,0,0.0,764,0,0.0,5285,0,0.0,5052,0,0.0,5,0,0.0,2568,0,0.0,1042,0,0.0,2519,0,0.0,0.0,0,43726,0,21406,0
18,2022-03-06,1358,0,0.0,2997,0,0.0,765,0,0.0,5333,0,0.0,5193,0,0.0,8,0,0.0,2603,0,0.0,1078,0,0.0,2541,0,0.0,0.0,0,43726,0,21876,0
19,2022-03-07,1432,0,0.0,3097,0,0.0,774,0,0.0,5392,0,0.0,5299,0,0.0,14,0,0.0,2638,0,0.0,1107,0,0.0,2566,0,0.0,0.0,0,43726,0,22319,0
20,2022-03-08,1512,0,0.0,3196,0,0.0,775,0,0.0,5425,0,0.0,5395,0,0.0,21,0,0.0,2669,0,0.0,1136,0,0.0,2588,0,0.0,0.0,0,43726,0,22717,0
21,2022-03-09,1579,0,0.0,3304,0,0.0,778,0,0.0,5453,0,0.0,5477,0,0.0,24,0,0.0,2697,0,0.0,1168,0,0.0,2605,0,0.0,0.0,0,43726,0,23085,0
22,2022-03-10,1640,0,0.0,3405,0,0.0,781,0,0.0,5494,0,0.0,5549,0,0.0,27,0,0.0,2731,0,0.0,1200,0,0.0,2609,0,0.0,0.0,0,43726,0,23436,0
23,2022-03-11,1705,0,0.0,3492,0,0.0,782,0,0.0,5550,0,0.0,5627,0,0.0,33,0,0.0,2757,0,0.0,1229,0,0.0,2628,0,0.0,0.0,0,43726,0,23803,0
24,2022-03-12,1755,0,0.0,3572,0,0.0,784,0,0.0,5600,0,0.0,5695,0,0.0,35,0,0.0,2786,0,0.0,1255,0,0.0,2634,0,0.0,0.0,0,43726,0,24116,0
25,2022-03-13,1820,0,0.0,3646,0,0.0,784,0,0.0,5650,0,0.0,5776,0,0.0,44,0,0.0,2819,0,0.0,1289,0,0.0,2639,0,0.0,0.0,0,43726,0,24467,0
26,2022-03-14,1866,0,0.0,3740,0,0.0,785,0,0.0,5712,0,0.0,5848,0,0.0,52,0,0.0,2856,0,0.0,1323,0,0.0,2647,0,0.0,0.0,0,43726,0,24829,0
27,2022-03-15,1920,0,0.0,3837,0,0.0,788,0,0.0,5761,0,0.0,5897,0,0.0,59,0,0.0,2880,0,0.0,1354,0,0.0,2653,0,0.0,0.0,0,43726,0,25149,0
28,2022-03-16,1985,0,0.0,3903,0,0.0,787,0,0.0,5817,0,0.0,5956,0,0.0,65,0,0.0,2901,0,0.0,1385,0,0.0,2656,0,0.0,0.0,0,43726,0,25455,0
29,2022-03-17,2039,0,0.0,3987,0,0.0,789,0,0.0,5859,0,0.0,6007,0,0.0,71,0,0.0,2929,0,0.0,1419,0,0.0,2661,0,0.0,0.0,0,43726,0,25761,0
30,2022-03-18,2103,0,0.0,4076,0,0.0,789,0,0.0,5919,0,0.0,6054,0,0.0,80,0,0.0,2957,0,0.0,1439,0,0.0,2660,0,0.0,0.0,0,43726,0,26077,0
31,2022-03-19,2147,0,0.0,4158,0,0.0,791,0,0.0,5979,0,0.0,6097,0,0.0,89,0,0.0,2995,0,0.0,1471,0,0.0,2664,0,0.0,0.0,0,43726,0,26391,0
32,2022-03-20,2190,0,0.0,4237,0,0.0,791,0,0.0,6026,0,0.0,6131,0,0.0,99,0,0.0,3032,0,0.0,1495,0,0.0,2664,0,0.0,0.0,0,43726,0,26665,0
33,2022-03-21,2250,0,0.0,4304,0,0.0,793,0,0.0,6078,0,0.0,6182,0,0.0,104,0,0.0,3074,0,0.0,1512,0,0.0,2664,0,0.0,0.0,0,43726,0,26961,0
34,2022-03-22,2292,0,0.0,4377,0,0.0,794,0,0.0,6122,0,0.0,6225,0,0.0,109,0,0.0,3111,0,0.0,1539,0,0.0,2672,0,0.0,0.0,0,43726,0,27241,0
35,2022-03-23,2330,0,0.0,4453,0,0.0,794,0,0.0,6171,0,0.0,6272,0,0.0,116,0,0.0,3141,0,0.0,1561,0,0.0,2675,0,0.0,0.0,0,43726,0,27513,0
36,2022-03-24,2378,0,0.0,4525,0,0.0,794,0,0.0,6219,0,0.0,6298,0,0.0,121,0,0.0,3171,0,0.0,1584,0,0.0,2678,0,0.0,0.0,0,43726,0,27768,0
