Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,22,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,28,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,57,0,0.0,0,0,0.0,0,0,0.0,20,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,77,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,243,0,0.0,0,0,0.0,0,0,0.0,72,0,0.0,0,0,0.0,30,0,0.0,0.0,0,5586,0,345,0
3,2022-02-19,0,0,0.0,53,0,0.0,57,0,0.0,450,0,0.0,59,0,0.0,0,0,0.0,240,0,0.0,41,0,0.0,133,0,0.0,0.0,0,12691,0,1033,0
4,2022-02-20,2,0,0.0,181,0,0.0,136,0,0.0,1102,0,0.0,185,0,0.0,0,0,0.0,530,0,0.0,99,0,0.0,413,0,0.0,0.0,0,19482,0,2648,0
5,2022-02-21,10,0,0.0,392,0,0.0,249,0,0.0,1625,0,0.0,385,0,0.0,0,0,0.0,755,0,0.0,194,0,0.0,693,0,0.0,0.0,0,27403,0,4303,0
6,2022-02-22,31,0,0.0,643,0,0.0,385,0,0.0,2349,0,0.0,650,0,0.0,0,0,0.0,1192,0,0.0,343,0,0.0,961,0,0.0,0.0,0,34082,0,6554,0
7,2022-02-23,77,0,0.0,953,0,0.0,516,0,0.0,3255,0,0.0,1296,0,0.0,0,0,0.0,1524,0,0.0,502,0,0.0,1388,0,0.0,0.0,0,39535,0,9511,0
8,2022-02-24,152,0,0.0,1216,0,0.0,569,0,0.0,4000,0,0.0,2200,0,0.0,0,0,0.0,1808,0,0.0,621,0,0.0,1691,0,0.0,0.0,0,40535,0,12257,0
9,2022-02-25,277,0,0.0,1474,0,0.0,630,0,0.0,4384,0,0.0,3015,0,0.0,0,0,0.0,1977,0,0.0,707,0,0.0,1874,0,0.0,0.0,0,41430,0,14338,0
10,2022-02-26,408,0,0.0,1683,0,0.0,672,0,0.0,4577,0,0.0,3445,0,0.0,0,0,0.0,2084,0,0.0,794,0,0.0,2022,0,0.0,0.0,0,42234,0,15685,0
11,2022-02-27,538,0,0.0,1892,0,0.0,694,0,0.0,4727,0,0.0,3798,0,0.0,0,0,0.0,2167,0,0.0,846,0,0.0,2153,0,0.0,0.0,0,42959,0,16815,0
12,2022-02-28,685,0,0.0,2103,0,0.0,726,0,0.0,4856,0,0.0,4100,0,0.0,0,0,0.0,2257,0,0.0,905,0,0.0,2266,0,0.0,0.0,0,43615,0,17898,0
13,2022-03-01,827,0,0.0,2263,0,0.0,741,0,0.0,4927,0,0.0,4387,0,0.0,1,0,0.0,2345,0,0.0,959,0,0.0,2348,0,0.0,0.0,0,43648,0,18798,0
14,2022-03-02,952,0,0.0,2431,0,0.0,763,0,0.0,5019,0,0.0,4656,0,0.0,2,0,0.0,2410,0,0.0,1004,0,0.0,2408,0,0.0,0.0,0,43676,0,19645,0
15,2022-03-03,1074,0,0.0,2555,0,0.0,767,0,0.0,5089,0,0.0,4821,0,0.0,4,0,0.0,2448,0,0.0,1050,0,0.0,2436,0,0.0,0.0,0,43703,0,20244,0
16,2022-03-04,1161,0,0.0,2695,0,0.0,773,0,0.0,5132,0,0.0,4971,0,0.0,8,0,0.0,2501,0,0.0,1087,0,0.0,2480,0,0.0,0.0,0,43726,0,20808,0
17,2022-03-05,1254,0,0.0,2830,0,0.0,777,0,0.0,5178,0,0.0,5103,0,0.0,9,0,0.0,2540,0,0.0,1132,0,0.0,2523,0,0.0,0.0,0,43726,0,21346,0
