Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,21,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,22,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,74,0,0.0,0,0,0.0,0,0,0.0,12,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,86,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,254,0,0.0,0,0,0.0,0,0,0.0,74,0,0.0,3,0,0.0,27,0,0.0,0.0,0,5586,0,358,0
3,2022-02-19,0,0,0.0,52,0,0.0,46,0,0.0,492,0,0.0,59,0,0.0,0,0,0.0,240,0,0.0,46,0,0.0,132,0,0.0,0.0,0,12691,0,1067,0
4,2022-02-20,1,0,0.0,180,0,0.0,122,0,0.0,1151,0,0.0,183,0,0.0,0,0,0.0,536,0,0.0,114,0,0.0,371,0,0.0,0.0,0,19482,0,2658,0
5,2022-02-21,5,0,0.0,397,0,0.0,223,0,0.0,1719,0,0.0,384,0,0.0,0,0,0.0,756,0,0.0,206,0,0.0,614,0,0.0,0.0,0,27403,0,4304,0
6,2022-02-22,27,0,0.0,669,0,0.0,340,0,0.0,2480,0,0.0,646,0,0.0,0,0,0.0,1178,0,0.0,359,0,0.0,918,0,0.0,0.0,0,34082,0,6617,0
7,2022-02-23,68,0,0.0,950,0,0.0,464,0,0.0,3384,0,0.0,1294,0,0.0,0,0,0.0,1564,0,0.0,519,0,0.0,1341,0,0.0,0.0,0,39535,0,9584,0
8,2022-02-24,165,0,0.0,1239,0,0.0,523,0,0.0,4103,0,0.0,2164,0,0.0,0,0,0.0,1874,0,0.0,635,0,0.0,1614,0,0.0,0.0,0,40535,0,12317,0
9,2022-02-25,276,0,0.0,1462,0,0.0,587,0,0.0,4458,0,0.0,3016,0,0.0,0,0,0.0,2047,0,0.0,725,0,0.0,1832,0,0.0,0.0,0,41430,0,14403,0
