Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,24,0,0.0,0,0,0.0,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,29,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,70,0,0.0,0,0,0.0,0,0,0.0,20,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,90,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,242,0,0.0,0,0,0.0,0,0,0.0,79,0,0.0,0,0,0.0,27,0,0.0,0.0,0,5586,0,348,0
3,2022-02-19,0,0,0.0,52,0,0.0,50,0,0.0,474,0,0.0,48,0,0.0,0,0,0.0,217,0,0.0,35,0,0.0,143,0,0.0,0.0,0,12691,0,1019,0
4,2022-02-20,3,0,0.0,171,0,0.0,144,0,0.0,1116,0,0.0,175,0,0.0,0,0,0.0,514,0,0.0,104,0,0.0,406,0,0.0,0.0,0,19482,0,2633,0
5,2022-02-21,6,0,0.0,394,0,0.0,241,0,0.0,1669,0,0.0,366,0,0.0,0,0,0.0,778,0,0.0,208,0,0.0,675,0,0.0,0.0,0,27403,0,4337,0
6,2022-02-22,21,0,0.0,640,0,0.0,354,0,0.0,2404,0,0.0,632,0,0.0,0,0,0.0,1234,0,0.0,358,0,0.0,959,0,0.0,0.0,0,34082,0,6602,0
7,2022-02-23,66,0,0.0,937,0,0.0,486,0,0.0,3318,0,0.0,1277,0,0.0,0,0,0.0,1575,0,0.0,521,0,0.0,1409,0,0.0,0.0,0,39535,0,9589,0
8,2022-02-24,159,0,0.0,1207,0,0.0,567,0,0.0,4084,0,0.0,2111,0,0.0,0,0,0.0,1893,0,0.0,639,0,0.0,1679,0,0.0,0.0,0,40535,0,12339,0
9,2022-02-25,273,0,0.0,1451,0,0.0,616,0,0.0,4432,0,0.0,2953,0,0.0,0,0,0.0,2053,0,0.0,754,0,0.0,1898,0,0.0,0.0,0,41430,0,14430,0
10,2022-02-26,440,0,0.0,1705,0,0.0,662,0,0.0,4613,0,0.0,3361,0,0.0,0,0,0.0,2158,0,0.0,820,0,0.0,2031,0,0.0,0.0,0,42234,0,15790,0
11,2022-02-27,605,0,0.0,1889,0,0.0,696,0,0.0,4740,0,0.0,3694,0,0.0,1,0,0.0,2232,0,0.0,879,0,0.0,2169,0,0.0,0.0,0,42959,0,16905,0
12,2022-02-28,760,0,0.0,2096,0,0.0,715,0,0.0,4849,0,0.0,4001,0,0.0,1,0,0.0,2309,0,0.0,945,0,0.0,2281,0,0.0,0.0,0,43615,0,17957,0
13,2022-03-01,879,0,0.0,2262,0,0.0,730,0,0.0,4946,0,0.0,4278,0,0.0,1,0,0.0,2397,0,0.0,1004,0,0.0,2349,0,0.0,0.0,0,43648,0,18846,0
14,2022-03-02,985,0,0.0,2431,0,0.0,744,0,0.0,5037,0,0.0,4565,0,0.0,4,0,0.0,2475,0,0.0,1036,0,0.0,2417,0,0.0,0.0,0,43676,0,19694,0
15,2022-03-03,1125,0,0.0,2581,0,0.0,754,0,0.0,5104,0,0.0,4742,0,0.0,5,0,0.0,2516,0,0.0,1077,0,0.0,2458,0,0.0,0.0,0,43703,0,20362,0
16,2022-03-04,1242,0,0.0,2723,0,0.0,761,0,0.0,5167,0,0.0,4874,0,0.0,5,0,0.0,2553,0,0.0,1116,0,0.0,2497,0,0.0,0.0,0,43726,0,20938,0
17,2022-03-05,1347,0,0.0,2842,0,0.0,771,0,0.0,5214,0,0.0,4992,0,0.0,8,0,0.0,2592,0,0.0,1159,0,0.0,2538,0,0.0,0.0,0,43726,0,21463,0
18,2022-03-06,1427,0,0.0,2971,0,0.0,777,0,0.0,5269,0,0.0,5110,0,0.0,10,0,0.0,2626,0,0.0,1191,0,0.0,2560,0,0.0,0.0,0,43726,0,21941,0
19,2022-03-07,1500,0,0.0,3073,0,0.0,778,0,0.0,5307,0,0.0,5211,0,0.0,16,0,0.0,2654,0,0.0,1230,0,0.0,2580,0,0.0,0.0,0,43726,0,22349,0
20,2022-03-08,1589,0,0.0,3171,0,0.0,783,0,0.0,5358,0,0.0,5294,0,0.0,20,0,0.0,2679,0,0.0,1267,0,0.0,2599,0,0.0,0.0,0,43726,0,22760,0
21,2022-03-09,1654,0,0.0,3266,0,0.0,783,0,0.0,5404,0,0.0,5381,0,0.0,27,0,0.0,2696,0,0.0,1292,0,0.0,2613,0,0.0,0.0,0,43726,0,23116,0
22,2022-03-10,1720,0,0.0,3370,0,0.0,786,0,0.0,5442,0,0.0,5442,0,0.0,33,0,0.0,2729,0,0.0,1319,0,0.0,2627,0,0.0,0.0,0,43726,0,23468,0
23,2022-03-11,1780,0,0.0,3481,0,0.0,788,0,0.0,5483,0,0.0,5531,0,0.0,36,0,0.0,2762,0,0.0,1353,0,0.0,2638,0,0.0,0.0,0,43726,0,23852,0
24,2022-03-12,1855,0,0.0,3574,0,0.0,791,0,0.0,5546,0,0.0,5591,0,0.0,44,0,0.0,2796,0,0.0,1381,0,0.0,2647,0,0.0,0.0,0,43726,0,24225,0
25,2022-03-13,1905,0,0.0,3655,0,0.0,791,0,0.0,5598,0,0.0,5651,0,0.0,51,0,0.0,2835,0,0.0,1414,0,0.0,2648,0,0.0,0.0,0,43726,0,24548,0
26,2022-03-14,1969,0,0.0,3727,0,0.0,792,0,0.0,5640,0,0.0,5704,0,0.0,61,0,0.0,2863,0,0.0,1437,0,0.0,2663,0,0.0,0.0,0,43726,0,24856,0
27,2022-03-15,2032,0,0.0,3808,0,0.0,794,0,0.0,5685,0,0.0,5762,0,0.0,69,0,0.0,2894,0,0.0,1464,0,0.0,2674,0,0.0,0.0,0,43726,0,25182,0
28,2022-03-16,2083,0,0.0,3891,0,0.0,792,0,0.0,5745,0,0.0,5824,0,0.0,80,0,0.0,2935,0,0.0,1496,0,0.0,2672,0,0.0,0.0,0,43726,0,25518,0
29,2022-03-17,2127,0,0.0,3968,0,0.0,791,0,0.0,5810,0,0.0,5887,0,0.0,86,0,0.0,2971,0,0.0,1532,0,0.0,2676,0,0.0,0.0,0,43726,0,25848,0
30,2022-03-18,2179,0,0.0,4053,0,0.0,791,0,0.0,5870,0,0.0,5937,0,0.0,96,0,0.0,3017,0,0.0,1552,0,0.0,2681,0,0.0,0.0,0,43726,0,26176,0
31,2022-03-19,2232,0,0.0,4129,0,0.0,795,0,0.0,5919,0,0.0,5985,0,0.0,101,0,0.0,3054,0,0.0,1586,0,0.0,2679,0,0.0,0.0,0,43726,0,26480,0
32,2022-03-20,2290,0,0.0,4198,0,0.0,795,0,0.0,5965,0,0.0,6042,0,0.0,110,0,0.0,3097,0,0.0,1611,0,0.0,2685,0,0.0,0.0,0,43726,0,26793,0
33,2022-03-21,2343,0,0.0,4285,0,0.0,793,0,0.0,6000,0,0.0,6087,0,0.0,114,0,0.0,3134,0,0.0,1639,0,0.0,2690,0,0.0,0.0,0,43726,0,27085,0
34,2022-03-22,2393,0,0.0,4362,0,0.0,794,0,0.0,6046,0,0.0,6124,0,0.0,120,0,0.0,3153,0,0.0,1660,0,0.0,2693,0,0.0,0.0,0,43726,0,27345,0
35,2022-03-23,2447,0,0.0,4445,0,0.0,794,0,0.0,6108,0,0.0,6167,0,0.0,132,0,0.0,3184,0,0.0,1689,0,0.0,2693,0,0.0,0.0,0,43726,0,27659,0
36,2022-03-24,2483,0,0.0,4509,0,0.0,793,0,0.0,6171,0,0.0,6191,0,0.0,134,0,0.0,3210,0,0.0,1709,0,0.0,2696,0,0.0,0.0,0,43726,0,27896,0
37,2022-03-25,2535,0,0.0,4575,0,0.0,793,0,0.0,6225,0,0.0,6227,0,0.0,136,0,0.0,3242,0,0.0,1733,0,0.0,2694,0,0.0,0.0,0,43726,0,28160,0
38,2022-03-26,2575,0,0.0,4635,0,0.0,794,0,0.0,6262,0,0.0,6254,0,0.0,143,0,0.0,3269,0,0.0,1751,0,0.0,2706,0,0.0,0.0,0,43726,0,28389,0
39,2022-03-27,2616,0,0.0,4702,0,0.0,797,0,0.0,6325,0,0.0,6280,0,0.0,146,0,0.0,3300,0,0.0,1775,0,0.0,2703,0,0.0,0.0,0,43726,0,28644,0
40,2022-03-28,2658,0,0.0,4760,0,0.0,800,0,0.0,6363,0,0.0,6317,0,0.0,153,0,0.0,3327,0,0.0,1802,0,0.0,2705,0,0.0,0.0,0,43726,0,28885,0
