Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,35,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,37,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,76,0,0.0,0,0,0.0,0,0,0.0,12,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,88,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,241,0,0.0,0,0,0.0,0,0,0.0,73,0,0.0,1,0,0.0,27,0,0.0,0.0,0,5586,0,342,0
3,2022-02-19,0,0,0.0,42,0,0.0,46,0,0.0,480,0,0.0,49,0,0.0,0,0,0.0,221,0,0.0,47,0,0.0,137,0,0.0,0.0,0,12691,0,1022,0
4,2022-02-20,3,0,0.0,156,0,0.0,135,0,0.0,1119,0,0.0,172,0,0.0,0,0,0.0,505,0,0.0,115,0,0.0,402,0,0.0,0.0,0,19482,0,2607,0
5,2022-02-21,9,0,0.0,370,0,0.0,237,0,0.0,1673,0,0.0,392,0,0.0,0,0,0.0,728,0,0.0,214,0,0.0,673,0,0.0,0.0,0,27403,0,4296,0
6,2022-02-22,25,0,0.0,628,0,0.0,344,0,0.0,2393,0,0.0,679,0,0.0,0,0,0.0,1143,0,0.0,363,0,0.0,952,0,0.0,0.0,0,34082,0,6527,0
7,2022-02-23,70,0,0.0,927,0,0.0,481,0,0.0,3343,0,0.0,1305,0,0.0,0,0,0.0,1520,0,0.0,515,0,0.0,1349,0,0.0,0.0,0,39535,0,9510,0
8,2022-02-24,144,0,0.0,1189,0,0.0,572,0,0.0,4059,0,0.0,2164,0,0.0,0,0,0.0,1804,0,0.0,642,0,0.0,1625,0,0.0,0.0,0,40535,0,12199,0
9,2022-02-25,266,0,0.0,1445,0,0.0,631,0,0.0,4435,0,0.0,2985,0,0.0,0,0,0.0,1959,0,0.0,737,0,0.0,1846,0,0.0,0.0,0,41430,0,14304,0
10,2022-02-26,408,0,0.0,1653,0,0.0,674,0,0.0,4614,0,0.0,3400,0,0.0,0,0,0.0,2058,0,0.0,815,0,0.0,1988,0,0.0,0.0,0,42234,0,15610,0
11,2022-02-27,540,0,0.0,1849,0,0.0,713,0,0.0,4769,0,0.0,3775,0,0.0,0,0,0.0,2147,0,0.0,871,0,0.0,2123,0,0.0,0.0,0,42959,0,16787,0
12,2022-02-28,687,0,0.0,2068,0,0.0,733,0,0.0,4883,0,0.0,4096,0,0.0,0,0,0.0,2234,0,0.0,926,0,0.0,2246,0,0.0,0.0,0,43615,0,17873,0
13,2022-03-01,829,0,0.0,2262,0,0.0,749,0,0.0,4974,0,0.0,4395,0,0.0,0,0,0.0,2302,0,0.0,989,0,0.0,2318,0,0.0,0.0,0,43648,0,18818,0
14,2022-03-02,947,0,0.0,2436,0,0.0,759,0,0.0,5056,0,0.0,4667,0,0.0,1,0,0.0,2369,0,0.0,1037,0,0.0,2372,0,0.0,0.0,0,43676,0,19644,0
15,2022-03-03,1038,0,0.0,2582,0,0.0,766,0,0.0,5122,0,0.0,4846,0,0.0,1,0,0.0,2421,0,0.0,1081,0,0.0,2416,0,0.0,0.0,0,43703,0,20273,0
16,2022-03-04,1156,0,0.0,2733,0,0.0,776,0,0.0,5188,0,0.0,4992,0,0.0,1,0,0.0,2460,0,0.0,1126,0,0.0,2450,0,0.0,0.0,0,43726,0,20882,0
17,2022-03-05,1238,0,0.0,2852,0,0.0,779,0,0.0,5237,0,0.0,5130,0,0.0,3,0,0.0,2491,0,0.0,1166,0,0.0,2491,0,0.0,0.0,0,43726,0,21387,0
18,2022-03-06,1324,0,0.0,2966,0,0.0,785,0,0.0,5280,0,0.0,5241,0,0.0,6,0,0.0,2520,0,0.0,1207,0,0.0,2515,0,0.0,0.0,0,43726,0,21844,0
19,2022-03-07,1408,0,0.0,3077,0,0.0,787,0,0.0,5318,0,0.0,5327,0,0.0,12,0,0.0,2541,0,0.0,1243,0,0.0,2533,0,0.0,0.0,0,43726,0,22246,0
