Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,30,0,0.0,0,0,0.0,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,35,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,80,0,0.0,0,0,0.0,0,0,0.0,19,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,99,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,269,0,0.0,0,0,0.0,0,0,0.0,74,0,0.0,2,0,0.0,32,0,0.0,0.0,0,5586,0,377,0
3,2022-02-19,0,0,0.0,60,0,0.0,48,0,0.0,512,0,0.0,52,0,0.0,0,0,0.0,200,0,0.0,44,0,0.0,140,0,0.0,0.0,0,12691,0,1056,0
4,2022-02-20,1,0,0.0,178,0,0.0,145,0,0.0,1146,0,0.0,160,0,0.0,0,0,0.0,488,0,0.0,109,0,0.0,389,0,0.0,0.0,0,19482,0,2616,0
5,2022-02-21,2,0,0.0,379,0,0.0,262,0,0.0,1707,0,0.0,346,0,0.0,0,0,0.0,685,0,0.0,194,0,0.0,674,0,0.0,0.0,0,27403,0,4249,0
6,2022-02-22,16,0,0.0,623,0,0.0,381,0,0.0,2460,0,0.0,626,0,0.0,0,0,0.0,1154,0,0.0,358,0,0.0,947,0,0.0,0.0,0,34082,0,6565,0
7,2022-02-23,58,0,0.0,917,0,0.0,523,0,0.0,3354,0,0.0,1270,0,0.0,0,0,0.0,1508,0,0.0,527,0,0.0,1372,0,0.0,0.0,0,39535,0,9529,0
8,2022-02-24,139,0,0.0,1184,0,0.0,588,0,0.0,4070,0,0.0,2131,0,0.0,0,0,0.0,1812,0,0.0,628,0,0.0,1670,0,0.0,0.0,0,40535,0,12222,0
9,2022-02-25,252,0,0.0,1405,0,0.0,640,0,0.0,4441,0,0.0,2937,0,0.0,0,0,0.0,1982,0,0.0,711,0,0.0,1871,0,0.0,0.0,0,41430,0,14239,0
