Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,24,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,26,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,63,0,0.0,0,0,0.0,0,0,0.0,15,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,78,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,243,0,0.0,0,0,0.0,0,0,0.0,73,0,0.0,0,0,0.0,24,0,0.0,0.0,0,5586,0,340,0
3,2022-02-19,0,0,0.0,42,0,0.0,39,0,0.0,465,0,0.0,67,0,0.0,0,0,0.0,239,0,0.0,33,0,0.0,148,0,0.0,0.0,0,12691,0,1033,0
4,2022-02-20,3,0,0.0,185,0,0.0,119,0,0.0,1114,0,0.0,184,0,0.0,0,0,0.0,530,0,0.0,85,0,0.0,390,0,0.0,0.0,0,19482,0,2610,0
5,2022-02-21,6,0,0.0,371,0,0.0,242,0,0.0,1690,0,0.0,387,0,0.0,0,0,0.0,769,0,0.0,177,0,0.0,656,0,0.0,0.0,0,27403,0,4298,0
6,2022-02-22,34,0,0.0,604,0,0.0,362,0,0.0,2462,0,0.0,660,0,0.0,0,0,0.0,1232,0,0.0,337,0,0.0,931,0,0.0,0.0,0,34082,0,6622,0
7,2022-02-23,79,0,0.0,900,0,0.0,508,0,0.0,3386,0,0.0,1327,0,0.0,0,0,0.0,1566,0,0.0,496,0,0.0,1361,0,0.0,0.0,0,39535,0,9623,0
8,2022-02-24,153,0,0.0,1160,0,0.0,584,0,0.0,4121,0,0.0,2158,0,0.0,0,0,0.0,1912,0,0.0,610,0,0.0,1623,0,0.0,0.0,0,40535,0,12321,0
9,2022-02-25,267,0,0.0,1421,0,0.0,630,0,0.0,4500,0,0.0,2972,0,0.0,0,0,0.0,2060,0,0.0,697,0,0.0,1871,0,0.0,0.0,0,41430,0,14418,0
