Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,27,0,0.0,0,0,0.0,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,32,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,73,0,0.0,0,0,0.0,0,0,0.0,18,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,91,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,233,0,0.0,0,0,0.0,0,0,0.0,73,0,0.0,0,0,0.0,29,0,0.0,0.0,0,5586,0,335,0
3,2022-02-19,0,0,0.0,56,0,0.0,59,0,0.0,456,0,0.0,52,0,0.0,0,0,0.0,209,0,0.0,34,0,0.0,134,0,0.0,0.0,0,12691,0,1000,0
4,2022-02-20,2,0,0.0,180,0,0.0,142,0,0.0,1123,0,0.0,177,0,0.0,0,0,0.0,499,0,0.0,80,0,0.0,418,0,0.0,0.0,0,19482,0,2621,0
5,2022-02-21,7,0,0.0,376,0,0.0,240,0,0.0,1693,0,0.0,377,0,0.0,0,0,0.0,734,0,0.0,188,0,0.0,681,0,0.0,0.0,0,27403,0,4296,0
6,2022-02-22,28,0,0.0,667,0,0.0,357,0,0.0,2423,0,0.0,658,0,0.0,0,0,0.0,1172,0,0.0,336,0,0.0,971,0,0.0,0.0,0,34082,0,6612,0
7,2022-02-23,74,0,0.0,971,0,0.0,476,0,0.0,3349,0,0.0,1303,0,0.0,0,0,0.0,1556,0,0.0,487,0,0.0,1405,0,0.0,0.0,0,39535,0,9621,0
8,2022-02-24,154,0,0.0,1222,0,0.0,545,0,0.0,4060,0,0.0,2187,0,0.0,0,0,0.0,1852,0,0.0,604,0,0.0,1652,0,0.0,0.0,0,40535,0,12276,0
9,2022-02-25,271,0,0.0,1473,0,0.0,599,0,0.0,4414,0,0.0,2991,0,0.0,0,0,0.0,2022,0,0.0,683,0,0.0,1853,0,0.0,0.0,0,41430,0,14306,0
10,2022-02-26,442,0,0.0,1695,0,0.0,639,0,0.0,4593,0,0.0,3431,0,0.0,0,0,0.0,2128,0,0.0,753,0,0.0,2016,0,0.0,0.0,0,42234,0,15697,0
11,2022-02-27,601,0,0.0,1921,0,0.0,665,0,0.0,4727,0,0.0,3796,0,0.0,0,0,0.0,2206,0,0.0,832,0,0.0,2153,0,0.0,0.0,0,42959,0,16901,0
