Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,30,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,32,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,74,0,0.0,0,0,0.0,0,0,0.0,11,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,85,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,257,0,0.0,0,0,0.0,0,0,0.0,63,0,0.0,0,0,0.0,25,0,0.0,0.0,0,5586,0,345,0
3,2022-02-19,0,0,0.0,56,0,0.0,46,0,0.0,470,0,0.0,59,0,0.0,0,0,0.0,207,0,0.0,39,0,0.0,157,0,0.0,0.0,0,12691,0,1034,0
4,2022-02-20,1,0,0.0,172,0,0.0,140,0,0.0,1129,0,0.0,164,0,0.0,0,0,0.0,509,0,0.0,107,0,0.0,425,0,0.0,0.0,0,19482,0,2647,0
5,2022-02-21,3,0,0.0,375,0,0.0,249,0,0.0,1684,0,0.0,374,0,0.0,0,0,0.0,748,0,0.0,193,0,0.0,697,0,0.0,0.0,0,27403,0,4323,0
6,2022-02-22,16,0,0.0,617,0,0.0,362,0,0.0,2455,0,0.0,619,0,0.0,0,0,0.0,1155,0,0.0,351,0,0.0,980,0,0.0,0.0,0,34082,0,6555,0
7,2022-02-23,58,0,0.0,877,0,0.0,497,0,0.0,3363,0,0.0,1244,0,0.0,0,0,0.0,1508,0,0.0,505,0,0.0,1425,0,0.0,0.0,0,39535,0,9477,0
8,2022-02-24,137,0,0.0,1121,0,0.0,569,0,0.0,4125,0,0.0,2123,0,0.0,0,0,0.0,1813,0,0.0,628,0,0.0,1665,0,0.0,0.0,0,40535,0,12181,0
9,2022-02-25,250,0,0.0,1362,0,0.0,631,0,0.0,4473,0,0.0,2950,0,0.0,0,0,0.0,2001,0,0.0,721,0,0.0,1903,0,0.0,0.0,0,41430,0,14291,0
10,2022-02-26,403,0,0.0,1583,0,0.0,673,0,0.0,4653,0,0.0,3378,0,0.0,0,0,0.0,2116,0,0.0,782,0,0.0,2030,0,0.0,0.0,0,42234,0,15618,0
11,2022-02-27,550,0,0.0,1786,0,0.0,708,0,0.0,4815,0,0.0,3718,0,0.0,0,0,0.0,2188,0,0.0,846,0,0.0,2177,0,0.0,0.0,0,42959,0,16788,0
12,2022-02-28,679,0,0.0,1972,0,0.0,737,0,0.0,4933,0,0.0,4011,0,0.0,0,0,0.0,2270,0,0.0,907,0,0.0,2257,0,0.0,0.0,0,43615,0,17766,0
13,2022-03-01,816,0,0.0,2174,0,0.0,753,0,0.0,5024,0,0.0,4313,0,0.0,0,0,0.0,2336,0,0.0,959,0,0.0,2338,0,0.0,0.0,0,43648,0,18713,0
14,2022-03-02,954,0,0.0,2347,0,0.0,771,0,0.0,5097,0,0.0,4608,0,0.0,0,0,0.0,2404,0,0.0,996,0,0.0,2411,0,0.0,0.0,0,43676,0,19588,0
15,2022-03-03,1056,0,0.0,2479,0,0.0,783,0,0.0,5167,0,0.0,4770,0,0.0,0,0,0.0,2455,0,0.0,1030,0,0.0,2460,0,0.0,0.0,0,43703,0,20200,0
16,2022-03-04,1146,0,0.0,2604,0,0.0,791,0,0.0,5210,0,0.0,4883,0,0.0,3,0,0.0,2491,0,0.0,1070,0,0.0,2490,0,0.0,0.0,0,43726,0,20688,0
17,2022-03-05,1231,0,0.0,2748,0,0.0,796,0,0.0,5269,0,0.0,5031,0,0.0,4,0,0.0,2525,0,0.0,1106,0,0.0,2523,0,0.0,0.0,0,43726,0,21233,0
18,2022-03-06,1332,0,0.0,2867,0,0.0,801,0,0.0,5328,0,0.0,5158,0,0.0,5,0,0.0,2553,0,0.0,1132,0,0.0,2551,0,0.0,0.0,0,43726,0,21727,0
19,2022-03-07,1425,0,0.0,2977,0,0.0,806,0,0.0,5369,0,0.0,5265,0,0.0,10,0,0.0,2575,0,0.0,1175,0,0.0,2570,0,0.0,0.0,0,43726,0,22172,0
