Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,25,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,28,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,70,0,0.0,0,0,0.0,0,0,0.0,22,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,92,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,268,0,0.0,0,0,0.0,0,0,0.0,81,0,0.0,1,0,0.0,25,0,0.0,0.0,0,5586,0,375,0
3,2022-02-19,0,0,0.0,55,0,0.0,51,0,0.0,507,0,0.0,71,0,0.0,0,0,0.0,224,0,0.0,33,0,0.0,130,0,0.0,0.0,0,12691,0,1071,0
4,2022-02-20,4,0,0.0,177,0,0.0,154,0,0.0,1142,0,0.0,193,0,0.0,0,0,0.0,519,0,0.0,99,0,0.0,394,0,0.0,0.0,0,19482,0,2682,0
5,2022-02-21,8,0,0.0,369,0,0.0,243,0,0.0,1677,0,0.0,379,0,0.0,0,0,0.0,755,0,0.0,186,0,0.0,678,0,0.0,0.0,0,27403,0,4295,0
6,2022-02-22,31,0,0.0,631,0,0.0,376,0,0.0,2401,0,0.0,640,0,0.0,0,0,0.0,1214,0,0.0,345,0,0.0,959,0,0.0,0.0,0,34082,0,6597,0
7,2022-02-23,69,0,0.0,912,0,0.0,513,0,0.0,3374,0,0.0,1286,0,0.0,0,0,0.0,1568,0,0.0,508,0,0.0,1394,0,0.0,0.0,0,39535,0,9624,0
8,2022-02-24,161,0,0.0,1171,0,0.0,577,0,0.0,4093,0,0.0,2146,0,0.0,0,0,0.0,1867,0,0.0,631,0,0.0,1672,0,0.0,0.0,0,40535,0,12318,0
9,2022-02-25,275,0,0.0,1396,0,0.0,634,0,0.0,4451,0,0.0,3000,0,0.0,0,0,0.0,2015,0,0.0,728,0,0.0,1903,0,0.0,0.0,0,41430,0,14402,0
10,2022-02-26,417,0,0.0,1647,0,0.0,674,0,0.0,4632,0,0.0,3431,0,0.0,0,0,0.0,2113,0,0.0,781,0,0.0,2047,0,0.0,0.0,0,42234,0,15742,0
11,2022-02-27,573,0,0.0,1844,0,0.0,709,0,0.0,4756,0,0.0,3763,0,0.0,0,0,0.0,2181,0,0.0,853,0,0.0,2168,0,0.0,0.0,0,42959,0,16847,0
12,2022-02-28,705,0,0.0,2056,0,0.0,733,0,0.0,4883,0,0.0,4080,0,0.0,0,0,0.0,2268,0,0.0,897,0,0.0,2249,0,0.0,0.0,0,43615,0,17871,0
13,2022-03-01,826,0,0.0,2218,0,0.0,750,0,0.0,4968,0,0.0,4355,0,0.0,1,0,0.0,2341,0,0.0,953,0,0.0,2336,0,0.0,0.0,0,43648,0,18748,0
14,2022-03-02,936,0,0.0,2399,0,0.0,758,0,0.0,5048,0,0.0,4609,0,0.0,3,0,0.0,2400,0,0.0,996,0,0.0,2406,0,0.0,0.0,0,43676,0,19555,0
15,2022-03-03,1055,0,0.0,2546,0,0.0,772,0,0.0,5109,0,0.0,4776,0,0.0,3,0,0.0,2435,0,0.0,1038,0,0.0,2449,0,0.0,0.0,0,43703,0,20183,0
16,2022-03-04,1162,0,0.0,2686,0,0.0,775,0,0.0,5174,0,0.0,4936,0,0.0,5,0,0.0,2478,0,0.0,1074,0,0.0,2488,0,0.0,0.0,0,43726,0,20778,0
17,2022-03-05,1276,0,0.0,2800,0,0.0,781,0,0.0,5221,0,0.0,5075,0,0.0,7,0,0.0,2515,0,0.0,1101,0,0.0,2515,0,0.0,0.0,0,43726,0,21291,0
18,2022-03-06,1362,0,0.0,2909,0,0.0,784,0,0.0,5268,0,0.0,5222,0,0.0,14,0,0.0,2549,0,0.0,1140,0,0.0,2539,0,0.0,0.0,0,43726,0,21787,0
19,2022-03-07,1437,0,0.0,3023,0,0.0,790,0,0.0,5307,0,0.0,5334,0,0.0,18,0,0.0,2587,0,0.0,1182,0,0.0,2567,0,0.0,0.0,0,43726,0,22245,0
20,2022-03-08,1507,0,0.0,3129,0,0.0,800,0,0.0,5350,0,0.0,5422,0,0.0,21,0,0.0,2618,0,0.0,1212,0,0.0,2586,0,0.0,0.0,0,43726,0,22645,0
21,2022-03-09,1565,0,0.0,3225,0,0.0,802,0,0.0,5392,0,0.0,5512,0,0.0,24,0,0.0,2637,0,0.0,1246,0,0.0,2610,0,0.0,0.0,0,43726,0,23013,0
22,2022-03-10,1637,0,0.0,3321,0,0.0,804,0,0.0,5435,0,0.0,5585,0,0.0,28,0,0.0,2664,0,0.0,1275,0,0.0,2615,0,0.0,0.0,0,43726,0,23364,0
23,2022-03-11,1712,0,0.0,3410,0,0.0,804,0,0.0,5481,0,0.0,5656,0,0.0,32,0,0.0,2696,0,0.0,1295,0,0.0,2625,0,0.0,0.0,0,43726,0,23711,0
24,2022-03-12,1787,0,0.0,3493,0,0.0,803,0,0.0,5532,0,0.0,5740,0,0.0,41,0,0.0,2735,0,0.0,1319,0,0.0,2632,0,0.0,0.0,0,43726,0,24082,0
25,2022-03-13,1843,0,0.0,3603,0,0.0,805,0,0.0,5588,0,0.0,5802,0,0.0,49,0,0.0,2766,0,0.0,1352,0,0.0,2637,0,0.0,0.0,0,43726,0,24445,0
