Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,32,0,0.0,0,0,0.0,0,0,0.0,7,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,39,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,85,0,0.0,0,0,0.0,0,0,0.0,12,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,97,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,270,0,0.0,0,0,0.0,0,0,0.0,80,0,0.0,1,0,0.0,36,0,0.0,0.0,0,5586,0,387,0
3,2022-02-19,0,0,0.0,49,0,0.0,39,0,0.0,499,0,0.0,67,0,0.0,0,0,0.0,223,0,0.0,42,0,0.0,142,0,0.0,0.0,0,12691,0,1061,0
4,2022-02-20,3,0,0.0,156,0,0.0,119,0,0.0,1125,0,0.0,178,0,0.0,0,0,0.0,531,0,0.0,102,0,0.0,396,0,0.0,0.0,0,19482,0,2610,0
5,2022-02-21,5,0,0.0,383,0,0.0,226,0,0.0,1672,0,0.0,387,0,0.0,0,0,0.0,782,0,0.0,204,0,0.0,651,0,0.0,0.0,0,27403,0,4310,0
6,2022-02-22,21,0,0.0,650,0,0.0,353,0,0.0,2449,0,0.0,663,0,0.0,0,0,0.0,1215,0,0.0,330,0,0.0,932,0,0.0,0.0,0,34082,0,6613,0
7,2022-02-23,62,0,0.0,933,0,0.0,488,0,0.0,3381,0,0.0,1278,0,0.0,0,0,0.0,1562,0,0.0,519,0,0.0,1350,0,0.0,0.0,0,39535,0,9573,0
8,2022-02-24,158,0,0.0,1191,0,0.0,556,0,0.0,4136,0,0.0,2123,0,0.0,0,0,0.0,1865,0,0.0,641,0,0.0,1620,0,0.0,0.0,0,40535,0,12290,0
9,2022-02-25,292,0,0.0,1429,0,0.0,617,0,0.0,4505,0,0.0,2940,0,0.0,0,0,0.0,2022,0,0.0,724,0,0.0,1844,0,0.0,0.0,0,41430,0,14373,0
