Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,28,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,31,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,68,0,0.0,0,0,0.0,0,0,0.0,13,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,81,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,268,0,0.0,0,0,0.0,0,0,0.0,73,0,0.0,1,0,0.0,23,0,0.0,0.0,0,5586,0,365,0
3,2022-02-19,0,0,0.0,59,0,0.0,53,0,0.0,516,0,0.0,53,0,0.0,0,0,0.0,197,0,0.0,44,0,0.0,141,0,0.0,0.0,0,12691,0,1063,0
4,2022-02-20,3,0,0.0,175,0,0.0,132,0,0.0,1154,0,0.0,182,0,0.0,0,0,0.0,509,0,0.0,104,0,0.0,401,0,0.0,0.0,0,19482,0,2660,0
5,2022-02-21,6,0,0.0,359,0,0.0,251,0,0.0,1694,0,0.0,390,0,0.0,0,0,0.0,751,0,0.0,201,0,0.0,664,0,0.0,0.0,0,27403,0,4316,0
6,2022-02-22,21,0,0.0,608,0,0.0,384,0,0.0,2432,0,0.0,683,0,0.0,0,0,0.0,1188,0,0.0,321,0,0.0,950,0,0.0,0.0,0,34082,0,6587,0
7,2022-02-23,66,0,0.0,905,0,0.0,506,0,0.0,3350,0,0.0,1336,0,0.0,0,0,0.0,1547,0,0.0,491,0,0.0,1400,0,0.0,0.0,0,39535,0,9601,0
8,2022-02-24,142,0,0.0,1186,0,0.0,561,0,0.0,4114,0,0.0,2172,0,0.0,0,0,0.0,1837,0,0.0,604,0,0.0,1656,0,0.0,0.0,0,40535,0,12272,0
9,2022-02-25,249,0,0.0,1412,0,0.0,624,0,0.0,4467,0,0.0,2988,0,0.0,0,0,0.0,2000,0,0.0,697,0,0.0,1872,0,0.0,0.0,0,41430,0,14309,0
