Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,32,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,34,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,85,0,0.0,77,0,0.0,0,0,0.0,0,0,0.0,14,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,176,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,247,0,0.0,237,0,0.0,0,0,0.0,0,0,0.0,66,0,0.0,1,0,0.0,22,0,0.0,0.0,0,5586,0,573,0
3,2022-02-19,0,0,0.0,49,0,0.0,52,0,0.0,615,0,0.0,467,0,0.0,49,0,0.0,0,0,0.0,225,0,0.0,32,0,0.0,140,0,0.0,0.0,0,12691,0,1629,0
4,2022-02-20,0,0,0.0,162,0,0.0,125,0,0.0,1129,0,0.0,1070,0,0.0,120,0,0.0,0,0,0.0,520,0,0.0,100,0,0.0,408,0,0.0,0.0,0,19482,0,3634,0
5,2022-02-21,4,0,0.0,363,0,0.0,222,0,0.0,1938,0,0.0,1549,0,0.0,214,0,0.0,0,0,0.0,756,0,0.0,181,0,0.0,683,0,0.0,0.0,0,27403,0,5910,0
6,2022-02-22,21,0,0.0,615,0,0.0,354,0,0.0,3169,0,0.0,2217,0,0.0,376,0,0.0,0,0,0.0,1193,0,0.0,315,0,0.0,965,0,0.0,0.0,0,34082,0,9225,0
7,2022-02-23,63,0,0.0,911,0,0.0,481,0,0.0,4531,0,0.0,2980,0,0.0,627,0,0.0,0,0,0.0,1538,0,0.0,457,0,0.0,1400,0,0.0,0.0,0,39535,0,12988,0
8,2022-02-24,144,0,0.0,1186,0,0.0,562,0,0.0,5628,0,0.0,3520,0,0.0,856,0,0.0,0,0,0.0,1849,0,0.0,545,0,0.0,1668,0,0.0,0.0,0,40535,0,15958,0
9,2022-02-25,249,0,0.0,1416,0,0.0,621,0,0.0,6342,0,0.0,3781,0,0.0,1027,0,0.0,0,0,0.0,1975,0,0.0,623,0,0.0,1890,0,0.0,0.0,0,41430,0,17924,0
10,2022-02-26,402,0,0.0,1654,0,0.0,655,0,0.0,6911,0,0.0,3936,0,0.0,1120,0,0.0,0,0,0.0,2045,0,0.0,701,0,0.0,2056,0,0.0,0.0,0,42234,0,19480,0
11,2022-02-27,543,0,0.0,1884,0,0.0,684,0,0.0,7357,0,0.0,4068,0,0.0,1196,0,0.0,0,0,0.0,2099,0,0.0,742,0,0.0,2173,0,0.0,0.0,0,42959,0,20746,0
12,2022-02-28,697,0,0.0,2100,0,0.0,705,0,0.0,7768,0,0.0,4199,0,0.0,1272,0,0.0,0,0,0.0,2160,0,0.0,783,0,0.0,2285,0,0.0,0.0,0,43615,0,21969,0
13,2022-03-01,833,0,0.0,2306,0,0.0,717,0,0.0,8096,0,0.0,4285,0,0.0,1329,0,0.0,0,0,0.0,2203,0,0.0,815,0,0.0,2351,0,0.0,0.0,0,43648,0,22935,0
14,2022-03-02,976,0,0.0,2487,0,0.0,740,0,0.0,8284,0,0.0,4368,0,0.0,1379,0,0.0,0,0,0.0,2241,0,0.0,846,0,0.0,2425,0,0.0,0.0,0,43676,0,23746,0
15,2022-03-03,1121,0,0.0,2629,0,0.0,755,0,0.0,8430,0,0.0,4428,0,0.0,1419,0,0.0,2,0,0.0,2260,0,0.0,871,0,0.0,2467,0,0.0,0.0,0,43703,0,24382,0
16,2022-03-04,1225,0,0.0,2768,0,0.0,758,0,0.0,8575,0,0.0,4480,0,0.0,1444,0,0.0,4,0,0.0,2282,0,0.0,886,0,0.0,2502,0,0.0,0.0,0,43726,0,24924,0
17,2022-03-05,1323,0,0.0,2896,0,0.0,764,0,0.0,8665,0,0.0,4515,0,0.0,1478,0,0.0,6,0,0.0,2290,0,0.0,908,0,0.0,2527,0,0.0,0.0,0,43726,0,25372,0
18,2022-03-06,1417,0,0.0,3021,0,0.0,770,0,0.0,8736,0,0.0,4555,0,0.0,1501,0,0.0,10,0,0.0,2299,0,0.0,926,0,0.0,2552,0,0.0,0.0,0,43726,0,25787,0
19,2022-03-07,1505,0,0.0,3152,0,0.0,771,0,0.0,8822,0,0.0,4598,0,0.0,1531,0,0.0,11,0,0.0,2326,0,0.0,942,0,0.0,2577,0,0.0,0.0,0,43726,0,26235,0
20,2022-03-08,1577,0,0.0,3252,0,0.0,775,0,0.0,8887,0,0.0,4632,0,0.0,1557,0,0.0,13,0,0.0,2338,0,0.0,957,0,0.0,2596,0,0.0,0.0,0,43726,0,26584,0
21,2022-03-09,1644,0,0.0,3350,0,0.0,778,0,0.0,8943,0,0.0,4660,0,0.0,1582,0,0.0,15,0,0.0,2350,0,0.0,973,0,0.0,2608,0,0.0,0.0,0,43726,0,26903,0
