Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,22,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,28,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,88,0,0.0,58,0,0.0,0,0,0.0,0,0,0.0,20,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,166,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,269,0,0.0,232,0,0.0,0,0,0.0,0,0,0.0,86,0,0.0,0,0,0.0,29,0,0.0,0.0,0,5586,0,616,0
3,2022-02-19,0,0,0.0,51,0,0.0,47,0,0.0,656,0,0.0,427,0,0.0,42,0,0.0,0,0,0.0,237,0,0.0,39,0,0.0,140,0,0.0,0.0,0,12691,0,1639,0
4,2022-02-20,4,0,0.0,183,0,0.0,141,0,0.0,1150,0,0.0,1036,0,0.0,115,0,0.0,0,0,0.0,522,0,0.0,111,0,0.0,408,0,0.0,0.0,0,19482,0,3670,0
5,2022-02-21,8,0,0.0,394,0,0.0,247,0,0.0,2000,0,0.0,1499,0,0.0,232,0,0.0,0,0,0.0,744,0,0.0,195,0,0.0,676,0,0.0,0.0,0,27403,0,5995,0
6,2022-02-22,27,0,0.0,611,0,0.0,378,0,0.0,3133,0,0.0,2163,0,0.0,366,0,0.0,0,0,0.0,1170,0,0.0,341,0,0.0,975,0,0.0,0.0,0,34082,0,9164,0
7,2022-02-23,76,0,0.0,918,0,0.0,509,0,0.0,4473,0,0.0,2944,0,0.0,621,0,0.0,0,0,0.0,1533,0,0.0,484,0,0.0,1411,0,0.0,0.0,0,39535,0,12969,0
8,2022-02-24,150,0,0.0,1171,0,0.0,597,0,0.0,5550,0,0.0,3482,0,0.0,898,0,0.0,0,0,0.0,1832,0,0.0,588,0,0.0,1675,0,0.0,0.0,0,40535,0,15943,0
9,2022-02-25,260,0,0.0,1378,0,0.0,643,0,0.0,6260,0,0.0,3754,0,0.0,1078,0,0.0,0,0,0.0,1971,0,0.0,676,0,0.0,1893,0,0.0,0.0,0,41430,0,17913,0
10,2022-02-26,398,0,0.0,1601,0,0.0,673,0,0.0,6769,0,0.0,3916,0,0.0,1154,0,0.0,0,0,0.0,2058,0,0.0,736,0,0.0,2025,0,0.0,0.0,0,42234,0,19330,0
11,2022-02-27,530,0,0.0,1809,0,0.0,704,0,0.0,7180,0,0.0,4047,0,0.0,1231,0,0.0,1,0,0.0,2124,0,0.0,786,0,0.0,2182,0,0.0,0.0,0,42959,0,20594,0
12,2022-02-28,663,0,0.0,2008,0,0.0,734,0,0.0,7564,0,0.0,4145,0,0.0,1290,0,0.0,1,0,0.0,2170,0,0.0,825,0,0.0,2286,0,0.0,0.0,0,43615,0,21686,0
13,2022-03-01,799,0,0.0,2187,0,0.0,754,0,0.0,7919,0,0.0,4228,0,0.0,1364,0,0.0,2,0,0.0,2219,0,0.0,846,0,0.0,2358,0,0.0,0.0,0,43648,0,22676,0
14,2022-03-02,906,0,0.0,2352,0,0.0,766,0,0.0,8126,0,0.0,4297,0,0.0,1421,0,0.0,2,0,0.0,2263,0,0.0,876,0,0.0,2421,0,0.0,0.0,0,43676,0,23430,0
15,2022-03-03,1022,0,0.0,2470,0,0.0,776,0,0.0,8283,0,0.0,4353,0,0.0,1460,0,0.0,3,0,0.0,2298,0,0.0,895,0,0.0,2477,0,0.0,0.0,0,43703,0,24037,0
16,2022-03-04,1122,0,0.0,2611,0,0.0,795,0,0.0,8405,0,0.0,4417,0,0.0,1490,0,0.0,6,0,0.0,2310,0,0.0,923,0,0.0,2517,0,0.0,0.0,0,43726,0,24596,0
17,2022-03-05,1235,0,0.0,2733,0,0.0,801,0,0.0,8528,0,0.0,4459,0,0.0,1517,0,0.0,8,0,0.0,2323,0,0.0,947,0,0.0,2551,0,0.0,0.0,0,43726,0,25102,0
18,2022-03-06,1338,0,0.0,2854,0,0.0,806,0,0.0,8612,0,0.0,4502,0,0.0,1546,0,0.0,12,0,0.0,2340,0,0.0,965,0,0.0,2577,0,0.0,0.0,0,43726,0,25552,0
19,2022-03-07,1409,0,0.0,2954,0,0.0,808,0,0.0,8688,0,0.0,4542,0,0.0,1559,0,0.0,15,0,0.0,2352,0,0.0,977,0,0.0,2595,0,0.0,0.0,0,43726,0,25899,0
20,2022-03-08,1481,0,0.0,3059,0,0.0,811,0,0.0,8746,0,0.0,4574,0,0.0,1582,0,0.0,17,0,0.0,2363,0,0.0,990,0,0.0,2613,0,0.0,0.0,0,43726,0,26236,0
21,2022-03-09,1547,0,0.0,3166,0,0.0,814,0,0.0,8804,0,0.0,4613,0,0.0,1607,0,0.0,23,0,0.0,2376,0,0.0,1005,0,0.0,2631,0,0.0,0.0,0,43726,0,26586,0
22,2022-03-10,1618,0,0.0,3279,0,0.0,816,0,0.0,8845,0,0.0,4651,0,0.0,1624,0,0.0,26,0,0.0,2390,0,0.0,1019,0,0.0,2638,0,0.0,0.0,0,43726,0,26906,0
23,2022-03-11,1678,0,0.0,3378,0,0.0,820,0,0.0,8881,0,0.0,4684,0,0.0,1640,0,0.0,29,0,0.0,2403,0,0.0,1031,0,0.0,2649,0,0.0,0.0,0,43726,0,27193,0
24,2022-03-12,1746,0,0.0,3459,0,0.0,820,0,0.0,8924,0,0.0,4722,0,0.0,1656,0,0.0,36,0,0.0,2419,0,0.0,1047,0,0.0,2654,0,0.0,0.0,0,43726,0,27483,0
25,2022-03-13,1810,0,0.0,3565,0,0.0,818,0,0.0,8949,0,0.0,4765,0,0.0,1676,0,0.0,44,0,0.0,2436,0,0.0,1056,0,0.0,2658,0,0.0,0.0,0,43726,0,27777,0
26,2022-03-14,1867,0,0.0,3659,0,0.0,819,0,0.0,8973,0,0.0,4803,0,0.0,1695,0,0.0,50,0,0.0,2453,0,0.0,1067,0,0.0,2666,0,0.0,0.0,0,43726,0,28052,0
27,2022-03-15,1911,0,0.0,3747,0,0.0,819,0,0.0,9006,0,0.0,4843,0,0.0,1710,0,0.0,53,0,0.0,2465,0,0.0,1080,0,0.0,2676,0,0.0,0.0,0,43726,0,28310,0
28,2022-03-16,1953,0,0.0,3824,0,0.0,820,0,0.0,9026,0,0.0,4885,0,0.0,1719,0,0.0,61,0,0.0,2475,0,0.0,1091,0,0.0,2684,0,0.0,0.0,0,43726,0,28538,0
29,2022-03-17,1994,0,0.0,3909,0,0.0,821,0,0.0,9040,0,0.0,4924,0,0.0,1730,0,0.0,76,0,0.0,2489,0,0.0,1101,0,0.0,2687,0,0.0,0.0,0,43726,0,28771,0
30,2022-03-18,2055,0,0.0,3973,0,0.0,822,0,0.0,9060,0,0.0,4948,0,0.0,1744,0,0.0,88,0,0.0,2498,0,0.0,1104,0,0.0,2688,0,0.0,0.0,0,43726,0,28980,0
31,2022-03-19,2106,0,0.0,4036,0,0.0,821,0,0.0,9074,0,0.0,4979,0,0.0,1754,0,0.0,96,0,0.0,2509,0,0.0,1114,0,0.0,2692,0,0.0,0.0,0,43726,0,29181,0
32,2022-03-20,2171,0,0.0,4121,0,0.0,819,0,0.0,9093,0,0.0,5011,0,0.0,1765,0,0.0,101,0,0.0,2517,0,0.0,1122,0,0.0,2692,0,0.0,0.0,0,43726,0,29412,0
33,2022-03-21,2223,0,0.0,4202,0,0.0,821,0,0.0,9110,0,0.0,5043,0,0.0,1782,0,0.0,110,0,0.0,2527,0,0.0,1134,0,0.0,2693,0,0.0,0.0,0,43726,0,29645,0
34,2022-03-22,2260,0,0.0,4270,0,0.0,822,0,0.0,9120,0,0.0,5071,0,0.0,1795,0,0.0,116,0,0.0,2544,0,0.0,1143,0,0.0,2693,0,0.0,0.0,0,43726,0,29834,0
35,2022-03-23,2291,0,0.0,4341,0,0.0,822,0,0.0,9137,0,0.0,5122,0,0.0,1802,0,0.0,123,0,0.0,2557,0,0.0,1153,0,0.0,2692,0,0.0,0.0,0,43726,0,30040,0
36,2022-03-24,2330,0,0.0,4408,0,0.0,823,0,0.0,9148,0,0.0,5155,0,0.0,1811,0,0.0,131,0,0.0,2571,0,0.0,1157,0,0.0,2695,0,0.0,0.0,0,43726,0,30229,0
37,2022-03-25,2376,0,0.0,4462,0,0.0,824,0,0.0,9155,0,0.0,5180,0,0.0,1819,0,0.0,136,0,0.0,2577,0,0.0,1160,0,0.0,2697,0,0.0,0.0,0,43726,0,30386,0
38,2022-03-26,2431,0,0.0,4512,0,0.0,826,0,0.0,9168,0,0.0,5226,0,0.0,1827,0,0.0,143,0,0.0,2593,0,0.0,1167,0,0.0,2699,0,0.0,0.0,0,43726,0,30592,0
39,2022-03-27,2479,0,0.0,4580,0,0.0,825,0,0.0,9175,0,0.0,5247,0,0.0,1837,0,0.0,151,0,0.0,2607,0,0.0,1174,0,0.0,2705,0,0.0,0.0,0,43726,0,30780,0
40,2022-03-28,2520,0,0.0,4647,0,0.0,826,0,0.0,9189,0,0.0,5279,0,0.0,1846,0,0.0,155,0,0.0,2618,0,0.0,1183,0,0.0,2703,0,0.0,0.0,0,43726,0,30966,0
