Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,22,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,24,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,81,0,0.0,71,0,0.0,0,0,0.0,0,0,0.0,16,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,168,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,251,0,0.0,254,0,0.0,0,0,0.0,0,0,0.0,75,0,0.0,1,0,0.0,37,0,0.0,0.0,0,5586,0,618,0
3,2022-02-19,0,0,0.0,68,0,0.0,42,0,0.0,631,0,0.0,481,0,0.0,43,0,0.0,0,0,0.0,223,0,0.0,37,0,0.0,140,0,0.0,0.0,0,12691,0,1665,0
4,2022-02-20,5,0,0.0,187,0,0.0,114,0,0.0,1136,0,0.0,1079,0,0.0,110,0,0.0,0,0,0.0,539,0,0.0,101,0,0.0,398,0,0.0,0.0,0,19482,0,3669,0
5,2022-02-21,11,0,0.0,399,0,0.0,231,0,0.0,1973,0,0.0,1565,0,0.0,213,0,0.0,0,0,0.0,761,0,0.0,190,0,0.0,664,0,0.0,0.0,0,27403,0,6007,0
6,2022-02-22,34,0,0.0,639,0,0.0,352,0,0.0,3174,0,0.0,2235,0,0.0,375,0,0.0,0,0,0.0,1198,0,0.0,321,0,0.0,966,0,0.0,0.0,0,34082,0,9294,0
7,2022-02-23,89,0,0.0,933,0,0.0,479,0,0.0,4517,0,0.0,2958,0,0.0,624,0,0.0,0,0,0.0,1541,0,0.0,458,0,0.0,1418,0,0.0,0.0,0,39535,0,13017,0
8,2022-02-24,166,0,0.0,1204,0,0.0,558,0,0.0,5594,0,0.0,3509,0,0.0,852,0,0.0,0,0,0.0,1825,0,0.0,565,0,0.0,1683,0,0.0,0.0,0,40535,0,15956,0
9,2022-02-25,270,0,0.0,1438,0,0.0,605,0,0.0,6303,0,0.0,3764,0,0.0,1037,0,0.0,0,0,0.0,1967,0,0.0,639,0,0.0,1903,0,0.0,0.0,0,41430,0,17926,0
