Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,32,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,101,0,0.0,71,0,0.0,0,0,0.0,0,0,0.0,19,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,191,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,242,0,0.0,249,0,0.0,0,0,0.0,0,0,0.0,65,0,0.0,0,0,0.0,29,0,0.0,0.0,0,5586,0,585,0
3,2022-02-19,0,0,0.0,58,0,0.0,40,0,0.0,620,0,0.0,454,0,0.0,45,0,0.0,0,0,0.0,221,0,0.0,36,0,0.0,133,0,0.0,0.0,0,12691,0,1607,0
4,2022-02-20,3,0,0.0,213,0,0.0,141,0,0.0,1101,0,0.0,1062,0,0.0,132,0,0.0,0,0,0.0,517,0,0.0,94,0,0.0,415,0,0.0,0.0,0,19482,0,3678,0
5,2022-02-21,7,0,0.0,406,0,0.0,239,0,0.0,1985,0,0.0,1560,0,0.0,241,0,0.0,0,0,0.0,763,0,0.0,172,0,0.0,688,0,0.0,0.0,0,27403,0,6061,0
6,2022-02-22,24,0,0.0,655,0,0.0,360,0,0.0,3148,0,0.0,2221,0,0.0,398,0,0.0,0,0,0.0,1191,0,0.0,314,0,0.0,975,0,0.0,0.0,0,34082,0,9286,0
7,2022-02-23,58,0,0.0,974,0,0.0,486,0,0.0,4468,0,0.0,2960,0,0.0,671,0,0.0,0,0,0.0,1528,0,0.0,462,0,0.0,1423,0,0.0,0.0,0,39535,0,13030,0
8,2022-02-24,155,0,0.0,1266,0,0.0,543,0,0.0,5543,0,0.0,3519,0,0.0,927,0,0.0,0,0,0.0,1800,0,0.0,557,0,0.0,1689,0,0.0,0.0,0,40535,0,15999,0
9,2022-02-25,277,0,0.0,1488,0,0.0,605,0,0.0,6282,0,0.0,3783,0,0.0,1120,0,0.0,0,0,0.0,1958,0,0.0,629,0,0.0,1917,0,0.0,0.0,0,41430,0,18059,0
10,2022-02-26,416,0,0.0,1691,0,0.0,639,0,0.0,6813,0,0.0,3926,0,0.0,1198,0,0.0,0,0,0.0,2037,0,0.0,691,0,0.0,2053,0,0.0,0.0,0,42234,0,19464,0
11,2022-02-27,566,0,0.0,1894,0,0.0,666,0,0.0,7260,0,0.0,4065,0,0.0,1267,0,0.0,0,0,0.0,2095,0,0.0,739,0,0.0,2182,0,0.0,0.0,0,42959,0,20734,0
12,2022-02-28,692,0,0.0,2099,0,0.0,695,0,0.0,7673,0,0.0,4163,0,0.0,1335,0,0.0,0,0,0.0,2148,0,0.0,785,0,0.0,2270,0,0.0,0.0,0,43615,0,21860,0
13,2022-03-01,840,0,0.0,2271,0,0.0,709,0,0.0,7977,0,0.0,4252,0,0.0,1382,0,0.0,0,0,0.0,2176,0,0.0,814,0,0.0,2347,0,0.0,0.0,0,43648,0,22768,0
14,2022-03-02,952,0,0.0,2445,0,0.0,726,0,0.0,8181,0,0.0,4329,0,0.0,1431,0,0.0,0,0,0.0,2219,0,0.0,833,0,0.0,2414,0,0.0,0.0,0,43676,0,23530,0
15,2022-03-03,1073,0,0.0,2598,0,0.0,730,0,0.0,8342,0,0.0,4386,0,0.0,1473,0,0.0,1,0,0.0,2242,0,0.0,857,0,0.0,2453,0,0.0,0.0,0,43703,0,24155,0
16,2022-03-04,1179,0,0.0,2748,0,0.0,742,0,0.0,8466,0,0.0,4422,0,0.0,1501,0,0.0,1,0,0.0,2264,0,0.0,885,0,0.0,2494,0,0.0,0.0,0,43726,0,24702,0
17,2022-03-05,1289,0,0.0,2874,0,0.0,753,0,0.0,8588,0,0.0,4459,0,0.0,1528,0,0.0,2,0,0.0,2278,0,0.0,904,0,0.0,2524,0,0.0,0.0,0,43726,0,25199,0
18,2022-03-06,1393,0,0.0,3005,0,0.0,760,0,0.0,8659,0,0.0,4493,0,0.0,1561,0,0.0,5,0,0.0,2285,0,0.0,918,0,0.0,2548,0,0.0,0.0,0,43726,0,25627,0
19,2022-03-07,1467,0,0.0,3091,0,0.0,763,0,0.0,8730,0,0.0,4543,0,0.0,1587,0,0.0,7,0,0.0,2301,0,0.0,932,0,0.0,2575,0,0.0,0.0,0,43726,0,25996,0
20,2022-03-08,1530,0,0.0,3177,0,0.0,765,0,0.0,8793,0,0.0,4574,0,0.0,1610,0,0.0,11,0,0.0,2320,0,0.0,942,0,0.0,2598,0,0.0,0.0,0,43726,0,26320,0
21,2022-03-09,1611,0,0.0,3274,0,0.0,769,0,0.0,8846,0,0.0,4616,0,0.0,1632,0,0.0,15,0,0.0,2333,0,0.0,959,0,0.0,2616,0,0.0,0.0,0,43726,0,26671,0
22,2022-03-10,1676,0,0.0,3357,0,0.0,769,0,0.0,8891,0,0.0,4658,0,0.0,1652,0,0.0,19,0,0.0,2344,0,0.0,972,0,0.0,2630,0,0.0,0.0,0,43726,0,26968,0
23,2022-03-11,1737,0,0.0,3450,0,0.0,772,0,0.0,8941,0,0.0,4705,0,0.0,1672,0,0.0,29,0,0.0,2360,0,0.0,987,0,0.0,2630,0,0.0,0.0,0,43726,0,27283,0
24,2022-03-12,1804,0,0.0,3532,0,0.0,773,0,0.0,8980,0,0.0,4730,0,0.0,1691,0,0.0,36,0,0.0,2368,0,0.0,1002,0,0.0,2644,0,0.0,0.0,0,43726,0,27560,0
25,2022-03-13,1863,0,0.0,3621,0,0.0,775,0,0.0,9004,0,0.0,4777,0,0.0,1712,0,0.0,41,0,0.0,2384,0,0.0,1008,0,0.0,2649,0,0.0,0.0,0,43726,0,27834,0
26,2022-03-14,1925,0,0.0,3701,0,0.0,777,0,0.0,9044,0,0.0,4817,0,0.0,1724,0,0.0,46,0,0.0,2400,0,0.0,1018,0,0.0,2659,0,0.0,0.0,0,43726,0,28111,0
27,2022-03-15,1964,0,0.0,3781,0,0.0,777,0,0.0,9081,0,0.0,4860,0,0.0,1735,0,0.0,49,0,0.0,2409,0,0.0,1027,0,0.0,2672,0,0.0,0.0,0,43726,0,28355,0
28,2022-03-16,2012,0,0.0,3856,0,0.0,778,0,0.0,9098,0,0.0,4907,0,0.0,1745,0,0.0,52,0,0.0,2417,0,0.0,1030,0,0.0,2679,0,0.0,0.0,0,43726,0,28574,0
29,2022-03-17,2063,0,0.0,3939,0,0.0,781,0,0.0,9116,0,0.0,4951,0,0.0,1761,0,0.0,63,0,0.0,2437,0,0.0,1043,0,0.0,2685,0,0.0,0.0,0,43726,0,28839,0
30,2022-03-18,2109,0,0.0,4015,0,0.0,781,0,0.0,9134,0,0.0,4990,0,0.0,1773,0,0.0,67,0,0.0,2459,0,0.0,1059,0,0.0,2689,0,0.0,0.0,0,43726,0,29076,0
