Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,27,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,30,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,83,0,0.0,62,0,0.0,0,0,0.0,0,0,0.0,16,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,161,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,225,0,0.0,260,0,0.0,0,0,0.0,0,0,0.0,81,0,0.0,1,0,0.0,26,0,0.0,0.0,0,5586,0,593,0
3,2022-02-19,0,0,0.0,48,0,0.0,39,0,0.0,586,0,0.0,489,0,0.0,42,0,0.0,0,0,0.0,217,0,0.0,43,0,0.0,146,0,0.0,0.0,0,12691,0,1610,0
4,2022-02-20,0,0,0.0,177,0,0.0,119,0,0.0,1110,0,0.0,1079,0,0.0,130,0,0.0,0,0,0.0,524,0,0.0,99,0,0.0,425,0,0.0,0.0,0,19482,0,3663,0
5,2022-02-21,7,0,0.0,384,0,0.0,214,0,0.0,1940,0,0.0,1553,0,0.0,256,0,0.0,0,0,0.0,762,0,0.0,188,0,0.0,665,0,0.0,0.0,0,27403,0,5969,0
6,2022-02-22,26,0,0.0,667,0,0.0,346,0,0.0,3155,0,0.0,2197,0,0.0,390,0,0.0,0,0,0.0,1175,0,0.0,332,0,0.0,929,0,0.0,0.0,0,34082,0,9217,0
7,2022-02-23,68,0,0.0,990,0,0.0,464,0,0.0,4522,0,0.0,2966,0,0.0,618,0,0.0,0,0,0.0,1510,0,0.0,481,0,0.0,1408,0,0.0,0.0,0,39535,0,13027,0
8,2022-02-24,146,0,0.0,1234,0,0.0,546,0,0.0,5628,0,0.0,3494,0,0.0,847,0,0.0,0,0,0.0,1790,0,0.0,577,0,0.0,1670,0,0.0,0.0,0,40535,0,15932,0
9,2022-02-25,278,0,0.0,1478,0,0.0,594,0,0.0,6331,0,0.0,3757,0,0.0,1053,0,0.0,0,0,0.0,1962,0,0.0,660,0,0.0,1890,0,0.0,0.0,0,41430,0,18003,0
10,2022-02-26,429,0,0.0,1696,0,0.0,632,0,0.0,6885,0,0.0,3920,0,0.0,1151,0,0.0,0,0,0.0,2047,0,0.0,726,0,0.0,2050,0,0.0,0.0,0,42234,0,19536,0
11,2022-02-27,590,0,0.0,1912,0,0.0,675,0,0.0,7335,0,0.0,4051,0,0.0,1211,0,0.0,1,0,0.0,2104,0,0.0,784,0,0.0,2172,0,0.0,0.0,0,42959,0,20835,0
12,2022-02-28,729,0,0.0,2119,0,0.0,714,0,0.0,7708,0,0.0,4159,0,0.0,1281,0,0.0,1,0,0.0,2149,0,0.0,825,0,0.0,2290,0,0.0,0.0,0,43615,0,21975,0
13,2022-03-01,856,0,0.0,2298,0,0.0,733,0,0.0,8026,0,0.0,4237,0,0.0,1341,0,0.0,1,0,0.0,2198,0,0.0,870,0,0.0,2374,0,0.0,0.0,0,43648,0,22934,0
