Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,28,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,108,0,0.0,72,0,0.0,0,0,0.0,0,0,0.0,13,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,193,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,275,0,0.0,245,0,0.0,0,0,0.0,0,0,0.0,61,0,0.0,0,0,0.0,19,0,0.0,0.0,0,5586,0,600,0
3,2022-02-19,0,0,0.0,51,0,0.0,40,0,0.0,624,0,0.0,466,0,0.0,45,0,0.0,0,0,0.0,225,0,0.0,43,0,0.0,130,0,0.0,0.0,0,12691,0,1624,0
4,2022-02-20,7,0,0.0,197,0,0.0,131,0,0.0,1117,0,0.0,1086,0,0.0,127,0,0.0,0,0,0.0,521,0,0.0,100,0,0.0,400,0,0.0,0.0,0,19482,0,3686,0
5,2022-02-21,12,0,0.0,412,0,0.0,230,0,0.0,1935,0,0.0,1578,0,0.0,251,0,0.0,0,0,0.0,750,0,0.0,203,0,0.0,662,0,0.0,0.0,0,27403,0,6033,0
6,2022-02-22,36,0,0.0,642,0,0.0,358,0,0.0,3136,0,0.0,2232,0,0.0,377,0,0.0,0,0,0.0,1180,0,0.0,332,0,0.0,954,0,0.0,0.0,0,34082,0,9247,0
7,2022-02-23,82,0,0.0,931,0,0.0,469,0,0.0,4504,0,0.0,3009,0,0.0,604,0,0.0,0,0,0.0,1536,0,0.0,463,0,0.0,1361,0,0.0,0.0,0,39535,0,12959,0
8,2022-02-24,178,0,0.0,1229,0,0.0,551,0,0.0,5590,0,0.0,3547,0,0.0,862,0,0.0,0,0,0.0,1839,0,0.0,567,0,0.0,1638,0,0.0,0.0,0,40535,0,16001,0
9,2022-02-25,285,0,0.0,1478,0,0.0,604,0,0.0,6374,0,0.0,3809,0,0.0,1048,0,0.0,0,0,0.0,1995,0,0.0,642,0,0.0,1869,0,0.0,0.0,0,41430,0,18104,0
