Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,29,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,30,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,96,0,0.0,70,0,0.0,0,0,0.0,0,0,0.0,13,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,179,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,252,0,0.0,242,0,0.0,0,0,0.0,0,0,0.0,72,0,0.0,0,0,0.0,32,0,0.0,0.0,0,5586,0,598,0
3,2022-02-19,0,0,0.0,46,0,0.0,52,0,0.0,662,0,0.0,457,0,0.0,41,0,0.0,0,0,0.0,224,0,0.0,33,0,0.0,145,0,0.0,0.0,0,12691,0,1660,0
4,2022-02-20,3,0,0.0,180,0,0.0,130,0,0.0,1113,0,0.0,1069,0,0.0,118,0,0.0,0,0,0.0,550,0,0.0,100,0,0.0,374,0,0.0,0.0,0,19482,0,3637,0
5,2022-02-21,15,0,0.0,389,0,0.0,234,0,0.0,1952,0,0.0,1528,0,0.0,246,0,0.0,0,0,0.0,797,0,0.0,192,0,0.0,650,0,0.0,0.0,0,27403,0,6003,0
6,2022-02-22,29,0,0.0,641,0,0.0,359,0,0.0,3159,0,0.0,2198,0,0.0,380,0,0.0,0,0,0.0,1218,0,0.0,316,0,0.0,927,0,0.0,0.0,0,34082,0,9227,0
7,2022-02-23,75,0,0.0,958,0,0.0,479,0,0.0,4515,0,0.0,2929,0,0.0,629,0,0.0,0,0,0.0,1544,0,0.0,442,0,0.0,1361,0,0.0,0.0,0,39535,0,12932,0
8,2022-02-24,171,0,0.0,1192,0,0.0,546,0,0.0,5600,0,0.0,3480,0,0.0,879,0,0.0,0,0,0.0,1824,0,0.0,553,0,0.0,1659,0,0.0,0.0,0,40535,0,15904,0
9,2022-02-25,296,0,0.0,1440,0,0.0,601,0,0.0,6354,0,0.0,3735,0,0.0,1046,0,0.0,0,0,0.0,1939,0,0.0,617,0,0.0,1850,0,0.0,0.0,0,41430,0,17878,0
10,2022-02-26,451,0,0.0,1648,0,0.0,651,0,0.0,6886,0,0.0,3915,0,0.0,1144,0,0.0,0,0,0.0,2041,0,0.0,674,0,0.0,2000,0,0.0,0.0,0,42234,0,19410,0
