Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,37,0,0.0,0,0,0.0,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,42,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,92,0,0.0,76,0,0.0,0,0,0.0,0,0,0.0,21,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,189,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,277,0,0.0,241,0,0.0,0,0,0.0,0,0,0.0,87,0,0.0,0,0,0.0,26,0,0.0,0.0,0,5586,0,631,0
3,2022-02-19,0,0,0.0,41,0,0.0,51,0,0.0,651,0,0.0,455,0,0.0,40,0,0.0,0,0,0.0,244,0,0.0,38,0,0.0,143,0,0.0,0.0,0,12691,0,1663,0
4,2022-02-20,2,0,0.0,177,0,0.0,127,0,0.0,1134,0,0.0,1057,0,0.0,113,0,0.0,0,0,0.0,504,0,0.0,101,0,0.0,399,0,0.0,0.0,0,19482,0,3614,0
5,2022-02-21,7,0,0.0,390,0,0.0,255,0,0.0,1976,0,0.0,1514,0,0.0,230,0,0.0,0,0,0.0,747,0,0.0,195,0,0.0,664,0,0.0,0.0,0,27403,0,5978,0
6,2022-02-22,30,0,0.0,630,0,0.0,373,0,0.0,3143,0,0.0,2235,0,0.0,377,0,0.0,0,0,0.0,1154,0,0.0,341,0,0.0,923,0,0.0,0.0,0,34082,0,9206,0
7,2022-02-23,62,0,0.0,924,0,0.0,507,0,0.0,4493,0,0.0,2988,0,0.0,619,0,0.0,0,0,0.0,1500,0,0.0,486,0,0.0,1365,0,0.0,0.0,0,39535,0,12944,0
8,2022-02-24,139,0,0.0,1187,0,0.0,573,0,0.0,5559,0,0.0,3515,0,0.0,863,0,0.0,0,0,0.0,1802,0,0.0,591,0,0.0,1652,0,0.0,0.0,0,40535,0,15881,0
9,2022-02-25,243,0,0.0,1415,0,0.0,629,0,0.0,6274,0,0.0,3799,0,0.0,1055,0,0.0,0,0,0.0,1934,0,0.0,663,0,0.0,1891,0,0.0,0.0,0,41430,0,17903,0
