Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,27,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,33,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,77,0,0.0,66,0,0.0,0,0,0.0,0,0,0.0,18,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,161,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,251,0,0.0,266,0,0.0,0,0,0.0,0,0,0.0,73,0,0.0,0,0,0.0,28,0,0.0,0.0,0,5586,0,618,0
3,2022-02-19,0,0,0.0,39,0,0.0,49,0,0.0,597,0,0.0,480,0,0.0,53,0,0.0,0,0,0.0,220,0,0.0,35,0,0.0,135,0,0.0,0.0,0,12691,0,1608,0
4,2022-02-20,2,0,0.0,174,0,0.0,138,0,0.0,1136,0,0.0,1038,0,0.0,120,0,0.0,0,0,0.0,505,0,0.0,107,0,0.0,373,0,0.0,0.0,0,19482,0,3593,0
5,2022-02-21,6,0,0.0,363,0,0.0,239,0,0.0,1975,0,0.0,1531,0,0.0,245,0,0.0,0,0,0.0,753,0,0.0,192,0,0.0,647,0,0.0,0.0,0,27403,0,5951,0
6,2022-02-22,17,0,0.0,626,0,0.0,359,0,0.0,3168,0,0.0,2238,0,0.0,385,0,0.0,0,0,0.0,1195,0,0.0,349,0,0.0,929,0,0.0,0.0,0,34082,0,9266,0
7,2022-02-23,58,0,0.0,956,0,0.0,479,0,0.0,4555,0,0.0,2967,0,0.0,604,0,0.0,0,0,0.0,1518,0,0.0,481,0,0.0,1358,0,0.0,0.0,0,39535,0,12976,0
8,2022-02-24,135,0,0.0,1222,0,0.0,539,0,0.0,5656,0,0.0,3545,0,0.0,837,0,0.0,0,0,0.0,1793,0,0.0,569,0,0.0,1625,0,0.0,0.0,0,40535,0,15921,0
9,2022-02-25,244,0,0.0,1480,0,0.0,594,0,0.0,6390,0,0.0,3805,0,0.0,1039,0,0.0,0,0,0.0,1940,0,0.0,641,0,0.0,1817,0,0.0,0.0,0,41430,0,17950,0
