Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,30,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,33,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,109,0,0.0,74,0,0.0,0,0,0.0,0,0,0.0,16,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,199,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,262,0,0.0,286,0,0.0,0,0,0.0,0,0,0.0,83,0,0.0,1,0,0.0,24,0,0.0,0.0,0,5586,0,656,0
3,2022-02-19,0,0,0.0,52,0,0.0,53,0,0.0,608,0,0.0,487,0,0.0,42,0,0.0,0,0,0.0,228,0,0.0,29,0,0.0,144,0,0.0,0.0,0,12691,0,1643,0
4,2022-02-20,4,0,0.0,163,0,0.0,142,0,0.0,1087,0,0.0,1110,0,0.0,116,0,0.0,0,0,0.0,511,0,0.0,93,0,0.0,408,0,0.0,0.0,0,19482,0,3634,0
5,2022-02-21,5,0,0.0,376,0,0.0,243,0,0.0,1921,0,0.0,1596,0,0.0,228,0,0.0,0,0,0.0,743,0,0.0,199,0,0.0,677,0,0.0,0.0,0,27403,0,5988,0
6,2022-02-22,23,0,0.0,603,0,0.0,373,0,0.0,3141,0,0.0,2243,0,0.0,366,0,0.0,0,0,0.0,1179,0,0.0,331,0,0.0,957,0,0.0,0.0,0,34082,0,9216,0
7,2022-02-23,64,0,0.0,918,0,0.0,490,0,0.0,4496,0,0.0,2976,0,0.0,608,0,0.0,0,0,0.0,1524,0,0.0,469,0,0.0,1395,0,0.0,0.0,0,39535,0,12940,0
8,2022-02-24,146,0,0.0,1217,0,0.0,569,0,0.0,5575,0,0.0,3511,0,0.0,853,0,0.0,0,0,0.0,1814,0,0.0,553,0,0.0,1660,0,0.0,0.0,0,40535,0,15898,0
9,2022-02-25,266,0,0.0,1447,0,0.0,621,0,0.0,6275,0,0.0,3769,0,0.0,1064,0,0.0,0,0,0.0,1942,0,0.0,630,0,0.0,1870,0,0.0,0.0,0,41430,0,17884,0
10,2022-02-26,412,0,0.0,1634,0,0.0,671,0,0.0,6810,0,0.0,3917,0,0.0,1145,0,0.0,0,0,0.0,2029,0,0.0,695,0,0.0,2022,0,0.0,0.0,0,42234,0,19335,0
11,2022-02-27,568,0,0.0,1892,0,0.0,697,0,0.0,7229,0,0.0,4067,0,0.0,1223,0,0.0,0,0,0.0,2080,0,0.0,757,0,0.0,2157,0,0.0,0.0,0,42959,0,20670,0
