Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,28,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,31,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,95,0,0.0,64,0,0.0,0,0,0.0,0,0,0.0,13,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,172,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,262,0,0.0,258,0,0.0,0,0,0.0,0,0,0.0,79,0,0.0,0,0,0.0,25,0,0.0,0.0,0,5586,0,624,0
3,2022-02-19,0,0,0.0,56,0,0.0,63,0,0.0,614,0,0.0,453,0,0.0,45,0,0.0,0,0,0.0,222,0,0.0,39,0,0.0,157,0,0.0,0.0,0,12691,0,1649,0
4,2022-02-20,1,0,0.0,189,0,0.0,144,0,0.0,1122,0,0.0,1081,0,0.0,148,0,0.0,0,0,0.0,512,0,0.0,114,0,0.0,409,0,0.0,0.0,0,19482,0,3720,0
5,2022-02-21,9,0,0.0,388,0,0.0,244,0,0.0,1927,0,0.0,1561,0,0.0,269,0,0.0,0,0,0.0,727,0,0.0,195,0,0.0,714,0,0.0,0.0,0,27403,0,6034,0
6,2022-02-22,39,0,0.0,635,0,0.0,369,0,0.0,3111,0,0.0,2218,0,0.0,410,0,0.0,0,0,0.0,1162,0,0.0,338,0,0.0,1016,0,0.0,0.0,0,34082,0,9298,0
7,2022-02-23,83,0,0.0,936,0,0.0,491,0,0.0,4494,0,0.0,2970,0,0.0,657,0,0.0,0,0,0.0,1515,0,0.0,473,0,0.0,1438,0,0.0,0.0,0,39535,0,13057,0
8,2022-02-24,169,0,0.0,1203,0,0.0,561,0,0.0,5575,0,0.0,3495,0,0.0,881,0,0.0,0,0,0.0,1800,0,0.0,585,0,0.0,1700,0,0.0,0.0,0,40535,0,15969,0
9,2022-02-25,291,0,0.0,1429,0,0.0,637,0,0.0,6296,0,0.0,3745,0,0.0,1088,0,0.0,0,0,0.0,1946,0,0.0,650,0,0.0,1902,0,0.0,0.0,0,41430,0,17984,0
10,2022-02-26,455,0,0.0,1667,0,0.0,668,0,0.0,6800,0,0.0,3918,0,0.0,1191,0,0.0,0,0,0.0,2040,0,0.0,705,0,0.0,2036,0,0.0,0.0,0,42234,0,19480,0
11,2022-02-27,579,0,0.0,1860,0,0.0,706,0,0.0,7287,0,0.0,4036,0,0.0,1267,0,0.0,0,0,0.0,2074,0,0.0,762,0,0.0,2174,0,0.0,0.0,0,42959,0,20745,0
12,2022-02-28,722,0,0.0,2048,0,0.0,740,0,0.0,7655,0,0.0,4137,0,0.0,1338,0,0.0,0,0,0.0,2119,0,0.0,801,0,0.0,2275,0,0.0,0.0,0,43615,0,21835,0
13,2022-03-01,851,0,0.0,2253,0,0.0,762,0,0.0,7969,0,0.0,4221,0,0.0,1384,0,0.0,0,0,0.0,2172,0,0.0,830,0,0.0,2340,0,0.0,0.0,0,43648,0,22782,0
14,2022-03-02,971,0,0.0,2448,0,0.0,779,0,0.0,8152,0,0.0,4283,0,0.0,1450,0,0.0,0,0,0.0,2217,0,0.0,863,0,0.0,2396,0,0.0,0.0,0,43676,0,23559,0
15,2022-03-03,1083,0,0.0,2587,0,0.0,790,0,0.0,8336,0,0.0,4354,0,0.0,1496,0,0.0,0,0,0.0,2243,0,0.0,884,0,0.0,2454,0,0.0,0.0,0,43703,0,24227,0
16,2022-03-04,1200,0,0.0,2721,0,0.0,799,0,0.0,8476,0,0.0,4402,0,0.0,1520,0,0.0,3,0,0.0,2264,0,0.0,904,0,0.0,2495,0,0.0,0.0,0,43726,0,24784,0
17,2022-03-05,1293,0,0.0,2855,0,0.0,802,0,0.0,8600,0,0.0,4449,0,0.0,1547,0,0.0,5,0,0.0,2280,0,0.0,920,0,0.0,2531,0,0.0,0.0,0,43726,0,25282,0
18,2022-03-06,1386,0,0.0,2960,0,0.0,803,0,0.0,8676,0,0.0,4490,0,0.0,1565,0,0.0,7,0,0.0,2293,0,0.0,930,0,0.0,2564,0,0.0,0.0,0,43726,0,25674,0
19,2022-03-07,1464,0,0.0,3055,0,0.0,806,0,0.0,8731,0,0.0,4523,0,0.0,1586,0,0.0,8,0,0.0,2300,0,0.0,947,0,0.0,2583,0,0.0,0.0,0,43726,0,26003,0
20,2022-03-08,1545,0,0.0,3144,0,0.0,810,0,0.0,8788,0,0.0,4562,0,0.0,1605,0,0.0,10,0,0.0,2316,0,0.0,961,0,0.0,2601,0,0.0,0.0,0,43726,0,26342,0
21,2022-03-09,1640,0,0.0,3244,0,0.0,812,0,0.0,8845,0,0.0,4588,0,0.0,1626,0,0.0,12,0,0.0,2333,0,0.0,972,0,0.0,2616,0,0.0,0.0,0,43726,0,26688,0
