Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,34,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,36,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,101,0,0.0,80,0,0.0,0,0,0.0,0,0,0.0,16,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,197,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,265,0,0.0,273,0,0.0,0,0,0.0,0,0,0.0,60,0,0.0,1,0,0.0,26,0,0.0,0.0,0,5586,0,625,0
3,2022-02-19,0,0,0.0,47,0,0.0,52,0,0.0,624,0,0.0,486,0,0.0,41,0,0.0,0,0,0.0,221,0,0.0,41,0,0.0,142,0,0.0,0.0,0,12691,0,1654,0
4,2022-02-20,6,0,0.0,147,0,0.0,146,0,0.0,1124,0,0.0,1098,0,0.0,127,0,0.0,0,0,0.0,510,0,0.0,96,0,0.0,387,0,0.0,0.0,0,19482,0,3641,0
5,2022-02-21,8,0,0.0,336,0,0.0,264,0,0.0,1948,0,0.0,1577,0,0.0,237,0,0.0,0,0,0.0,763,0,0.0,196,0,0.0,679,0,0.0,0.0,0,27403,0,6008,0
6,2022-02-22,23,0,0.0,586,0,0.0,372,0,0.0,3145,0,0.0,2230,0,0.0,379,0,0.0,0,0,0.0,1165,0,0.0,347,0,0.0,969,0,0.0,0.0,0,34082,0,9216,0
7,2022-02-23,72,0,0.0,868,0,0.0,496,0,0.0,4472,0,0.0,2936,0,0.0,617,0,0.0,0,0,0.0,1519,0,0.0,507,0,0.0,1375,0,0.0,0.0,0,39535,0,12862,0
8,2022-02-24,159,0,0.0,1155,0,0.0,558,0,0.0,5565,0,0.0,3468,0,0.0,886,0,0.0,0,0,0.0,1804,0,0.0,606,0,0.0,1662,0,0.0,0.0,0,40535,0,15863,0
9,2022-02-25,280,0,0.0,1392,0,0.0,625,0,0.0,6271,0,0.0,3728,0,0.0,1103,0,0.0,0,0,0.0,1963,0,0.0,678,0,0.0,1854,0,0.0,0.0,0,41430,0,17894,0
10,2022-02-26,446,0,0.0,1639,0,0.0,669,0,0.0,6822,0,0.0,3880,0,0.0,1183,0,0.0,0,0,0.0,2037,0,0.0,736,0,0.0,2008,0,0.0,0.0,0,42234,0,19420,0
11,2022-02-27,574,0,0.0,1873,0,0.0,696,0,0.0,7250,0,0.0,4013,0,0.0,1256,0,0.0,0,0,0.0,2095,0,0.0,795,0,0.0,2132,0,0.0,0.0,0,42959,0,20684,0
12,2022-02-28,728,0,0.0,2063,0,0.0,734,0,0.0,7685,0,0.0,4133,0,0.0,1325,0,0.0,2,0,0.0,2171,0,0.0,846,0,0.0,2252,0,0.0,0.0,0,43615,0,21939,0
13,2022-03-01,851,0,0.0,2252,0,0.0,759,0,0.0,7989,0,0.0,4225,0,0.0,1388,0,0.0,4,0,0.0,2215,0,0.0,883,0,0.0,2326,0,0.0,0.0,0,43648,0,22892,0
14,2022-03-02,985,0,0.0,2434,0,0.0,770,0,0.0,8189,0,0.0,4285,0,0.0,1450,0,0.0,4,0,0.0,2248,0,0.0,902,0,0.0,2389,0,0.0,0.0,0,43676,0,23656,0
15,2022-03-03,1076,0,0.0,2566,0,0.0,783,0,0.0,8334,0,0.0,4348,0,0.0,1489,0,0.0,4,0,0.0,2266,0,0.0,925,0,0.0,2436,0,0.0,0.0,0,43703,0,24227,0
16,2022-03-04,1190,0,0.0,2708,0,0.0,792,0,0.0,8468,0,0.0,4398,0,0.0,1523,0,0.0,8,0,0.0,2283,0,0.0,950,0,0.0,2462,0,0.0,0.0,0,43726,0,24782,0
17,2022-03-05,1288,0,0.0,2841,0,0.0,798,0,0.0,8572,0,0.0,4429,0,0.0,1553,0,0.0,11,0,0.0,2310,0,0.0,980,0,0.0,2504,0,0.0,0.0,0,43726,0,25286,0
18,2022-03-06,1370,0,0.0,2959,0,0.0,800,0,0.0,8675,0,0.0,4469,0,0.0,1573,0,0.0,14,0,0.0,2326,0,0.0,1002,0,0.0,2526,0,0.0,0.0,0,43726,0,25714,0
19,2022-03-07,1456,0,0.0,3066,0,0.0,801,0,0.0,8739,0,0.0,4513,0,0.0,1591,0,0.0,18,0,0.0,2344,0,0.0,1017,0,0.0,2543,0,0.0,0.0,0,43726,0,26088,0
20,2022-03-08,1545,0,0.0,3172,0,0.0,803,0,0.0,8808,0,0.0,4546,0,0.0,1609,0,0.0,24,0,0.0,2363,0,0.0,1032,0,0.0,2556,0,0.0,0.0,0,43726,0,26458,0
21,2022-03-09,1607,0,0.0,3277,0,0.0,806,0,0.0,8869,0,0.0,4575,0,0.0,1626,0,0.0,27,0,0.0,2376,0,0.0,1050,0,0.0,2569,0,0.0,0.0,0,43726,0,26782,0
22,2022-03-10,1689,0,0.0,3378,0,0.0,811,0,0.0,8918,0,0.0,4603,0,0.0,1643,0,0.0,32,0,0.0,2388,0,0.0,1063,0,0.0,2582,0,0.0,0.0,0,43726,0,27107,0
23,2022-03-11,1750,0,0.0,3462,0,0.0,812,0,0.0,8957,0,0.0,4641,0,0.0,1665,0,0.0,35,0,0.0,2411,0,0.0,1072,0,0.0,2593,0,0.0,0.0,0,43726,0,27398,0
24,2022-03-12,1809,0,0.0,3555,0,0.0,815,0,0.0,9000,0,0.0,4675,0,0.0,1683,0,0.0,40,0,0.0,2426,0,0.0,1085,0,0.0,2605,0,0.0,0.0,0,43726,0,27693,0
25,2022-03-13,1877,0,0.0,3667,0,0.0,816,0,0.0,9026,0,0.0,4710,0,0.0,1695,0,0.0,44,0,0.0,2444,0,0.0,1096,0,0.0,2613,0,0.0,0.0,0,43726,0,27988,0
26,2022-03-14,1937,0,0.0,3760,0,0.0,818,0,0.0,9051,0,0.0,4739,0,0.0,1709,0,0.0,52,0,0.0,2462,0,0.0,1110,0,0.0,2620,0,0.0,0.0,0,43726,0,28258,0
27,2022-03-15,1998,0,0.0,3821,0,0.0,819,0,0.0,9087,0,0.0,4772,0,0.0,1720,0,0.0,56,0,0.0,2478,0,0.0,1117,0,0.0,2622,0,0.0,0.0,0,43726,0,28490,0
28,2022-03-16,2039,0,0.0,3893,0,0.0,823,0,0.0,9109,0,0.0,4817,0,0.0,1739,0,0.0,65,0,0.0,2490,0,0.0,1130,0,0.0,2631,0,0.0,0.0,0,43726,0,28736,0
29,2022-03-17,2087,0,0.0,3971,0,0.0,824,0,0.0,9130,0,0.0,4860,0,0.0,1745,0,0.0,72,0,0.0,2497,0,0.0,1137,0,0.0,2640,0,0.0,0.0,0,43726,0,28963,0
30,2022-03-18,2131,0,0.0,4052,0,0.0,823,0,0.0,9150,0,0.0,4914,0,0.0,1756,0,0.0,76,0,0.0,2511,0,0.0,1149,0,0.0,2641,0,0.0,0.0,0,43726,0,29203,0
31,2022-03-19,2184,0,0.0,4131,0,0.0,823,0,0.0,9167,0,0.0,4940,0,0.0,1759,0,0.0,83,0,0.0,2521,0,0.0,1163,0,0.0,2645,0,0.0,0.0,0,43726,0,29416,0
32,2022-03-20,2235,0,0.0,4201,0,0.0,821,0,0.0,9183,0,0.0,4975,0,0.0,1770,0,0.0,95,0,0.0,2530,0,0.0,1174,0,0.0,2645,0,0.0,0.0,0,43726,0,29629,0
