Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,32,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,34,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,89,0,0.0,68,0,0.0,0,0,0.0,0,0,0.0,11,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,168,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,259,0,0.0,243,0,0.0,0,0,0.0,0,0,0.0,64,0,0.0,1,0,0.0,29,0,0.0,0.0,0,5586,0,596,0
3,2022-02-19,0,0,0.0,57,0,0.0,46,0,0.0,618,0,0.0,460,0,0.0,46,0,0.0,0,0,0.0,222,0,0.0,41,0,0.0,151,0,0.0,0.0,0,12691,0,1641,0
4,2022-02-20,0,0,0.0,171,0,0.0,122,0,0.0,1121,0,0.0,1088,0,0.0,121,0,0.0,0,0,0.0,524,0,0.0,101,0,0.0,406,0,0.0,0.0,0,19482,0,3654,0
5,2022-02-21,4,0,0.0,389,0,0.0,218,0,0.0,1912,0,0.0,1554,0,0.0,252,0,0.0,0,0,0.0,765,0,0.0,186,0,0.0,662,0,0.0,0.0,0,27403,0,5942,0
6,2022-02-22,19,0,0.0,668,0,0.0,340,0,0.0,3113,0,0.0,2228,0,0.0,394,0,0.0,0,0,0.0,1214,0,0.0,333,0,0.0,934,0,0.0,0.0,0,34082,0,9243,0
7,2022-02-23,68,0,0.0,954,0,0.0,465,0,0.0,4455,0,0.0,2986,0,0.0,628,0,0.0,0,0,0.0,1547,0,0.0,470,0,0.0,1346,0,0.0,0.0,0,39535,0,12919,0
8,2022-02-24,168,0,0.0,1227,0,0.0,541,0,0.0,5638,0,0.0,3506,0,0.0,879,0,0.0,0,0,0.0,1821,0,0.0,561,0,0.0,1621,0,0.0,0.0,0,40535,0,15962,0
9,2022-02-25,286,0,0.0,1453,0,0.0,599,0,0.0,6334,0,0.0,3790,0,0.0,1074,0,0.0,0,0,0.0,1953,0,0.0,637,0,0.0,1835,0,0.0,0.0,0,41430,0,17961,0
