Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,28,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,94,0,0.0,66,0,0.0,0,0,0.0,0,0,0.0,13,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,173,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,282,0,0.0,237,0,0.0,0,0,0.0,0,0,0.0,65,0,0.0,2,0,0.0,30,0,0.0,0.0,0,5586,0,616,0
3,2022-02-19,0,0,0.0,56,0,0.0,52,0,0.0,664,0,0.0,431,0,0.0,36,0,0.0,0,0,0.0,238,0,0.0,35,0,0.0,132,0,0.0,0.0,0,12691,0,1644,0
4,2022-02-20,1,0,0.0,187,0,0.0,151,0,0.0,1149,0,0.0,1053,0,0.0,114,0,0.0,0,0,0.0,560,0,0.0,105,0,0.0,410,0,0.0,0.0,0,19482,0,3730,0
5,2022-02-21,5,0,0.0,408,0,0.0,265,0,0.0,1971,0,0.0,1512,0,0.0,234,0,0.0,0,0,0.0,754,0,0.0,176,0,0.0,688,0,0.0,0.0,0,27403,0,6013,0
6,2022-02-22,30,0,0.0,628,0,0.0,381,0,0.0,3159,0,0.0,2230,0,0.0,374,0,0.0,0,0,0.0,1163,0,0.0,318,0,0.0,994,0,0.0,0.0,0,34082,0,9277,0
7,2022-02-23,64,0,0.0,911,0,0.0,512,0,0.0,4491,0,0.0,2966,0,0.0,592,0,0.0,0,0,0.0,1527,0,0.0,436,0,0.0,1437,0,0.0,0.0,0,39535,0,12936,0
8,2022-02-24,153,0,0.0,1201,0,0.0,588,0,0.0,5603,0,0.0,3505,0,0.0,851,0,0.0,0,0,0.0,1820,0,0.0,545,0,0.0,1693,0,0.0,0.0,0,40535,0,15959,0
9,2022-02-25,306,0,0.0,1436,0,0.0,638,0,0.0,6298,0,0.0,3782,0,0.0,1030,0,0.0,0,0,0.0,1972,0,0.0,626,0,0.0,1929,0,0.0,0.0,0,41430,0,18017,0
10,2022-02-26,465,0,0.0,1652,0,0.0,683,0,0.0,6869,0,0.0,3933,0,0.0,1100,0,0.0,0,0,0.0,2045,0,0.0,684,0,0.0,2085,0,0.0,0.0,0,42234,0,19516,0
11,2022-02-27,612,0,0.0,1844,0,0.0,712,0,0.0,7331,0,0.0,4073,0,0.0,1182,0,0.0,0,0,0.0,2094,0,0.0,745,0,0.0,2225,0,0.0,0.0,0,42959,0,20818,0
12,2022-02-28,756,0,0.0,2067,0,0.0,739,0,0.0,7740,0,0.0,4194,0,0.0,1243,0,0.0,0,0,0.0,2159,0,0.0,785,0,0.0,2323,0,0.0,0.0,0,43615,0,22006,0
