Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,24,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,27,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,83,0,0.0,67,0,0.0,0,0,0.0,0,0,0.0,7,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,157,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,245,0,0.0,245,0,0.0,0,0,0.0,0,0,0.0,65,0,0.0,1,0,0.0,20,0,0.0,0.0,0,5586,0,576,0
3,2022-02-19,0,0,0.0,54,0,0.0,42,0,0.0,615,0,0.0,456,0,0.0,36,0,0.0,0,0,0.0,211,0,0.0,39,0,0.0,137,0,0.0,0.0,0,12691,0,1590,0
4,2022-02-20,1,0,0.0,183,0,0.0,137,0,0.0,1093,0,0.0,1059,0,0.0,120,0,0.0,0,0,0.0,531,0,0.0,110,0,0.0,389,0,0.0,0.0,0,19482,0,3623,0
5,2022-02-21,9,0,0.0,373,0,0.0,249,0,0.0,1913,0,0.0,1532,0,0.0,237,0,0.0,0,0,0.0,735,0,0.0,196,0,0.0,666,0,0.0,0.0,0,27403,0,5910,0
6,2022-02-22,27,0,0.0,623,0,0.0,365,0,0.0,3116,0,0.0,2202,0,0.0,380,0,0.0,0,0,0.0,1125,0,0.0,338,0,0.0,954,0,0.0,0.0,0,34082,0,9130,0
7,2022-02-23,61,0,0.0,925,0,0.0,495,0,0.0,4522,0,0.0,2960,0,0.0,619,0,0.0,0,0,0.0,1476,0,0.0,489,0,0.0,1398,0,0.0,0.0,0,39535,0,12945,0
8,2022-02-24,150,0,0.0,1220,0,0.0,570,0,0.0,5714,0,0.0,3480,0,0.0,839,0,0.0,0,0,0.0,1773,0,0.0,588,0,0.0,1658,0,0.0,0.0,0,40535,0,15992,0
9,2022-02-25,298,0,0.0,1424,0,0.0,632,0,0.0,6459,0,0.0,3725,0,0.0,1022,0,0.0,0,0,0.0,1935,0,0.0,665,0,0.0,1883,0,0.0,0.0,0,41430,0,18043,0
