Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,23,0,0.0,0,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,27,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,117,0,0.0,77,0,0.0,0,0,0.0,0,0,0.0,24,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,218,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,281,0,0.0,259,0,0.0,0,0,0.0,0,0,0.0,99,0,0.0,0,0,0.0,22,0,0.0,0,0,0.0,0.0,0,5586,0,661,0
3,2022-02-19,0,0,0.0,58,0,0.0,49,0,0.0,700,0,0.0,477,0,0.0,53,0,0.0,0,0,0.0,268,0,0.0,41,0,0.0,136,0,0.0,34,0,0.0,0.0,0,12691,0,1816,0
4,2022-02-20,1,0,0.0,173,0,0.0,142,0,0.0,1218,0,0.0,1135,0,0.0,125,0,0.0,0,0,0.0,606,0,0.0,102,0,0.0,391,0,0.0,95,0,0.0,0.0,0,19482,0,3988,0
5,2022-02-21,5,0,0.0,392,0,0.0,265,0,0.0,2065,0,0.0,1635,0,0.0,253,0,0.0,0,0,0.0,892,0,0.0,180,0,0.0,680,0,0.0,203,0,0.0,0.0,0,27403,0,6570,0
6,2022-02-22,26,0,0.0,671,0,0.0,392,0,0.0,3342,0,0.0,2333,0,0.0,389,0,0.0,0,0,0.0,1399,0,0.0,318,0,0.0,973,0,0.0,382,0,0.0,0.0,0,34082,0,10225,0
7,2022-02-23,83,0,0.0,969,0,0.0,545,0,0.0,4708,0,0.0,3101,0,0.0,628,0,0.0,0,0,0.0,1811,0,0.0,452,0,0.0,1435,0,0.0,601,0,0.0,0.0,0,39535,0,14333,0
8,2022-02-24,175,0,0.0,1260,0,0.0,602,0,0.0,5815,0,0.0,3663,0,0.0,894,0,0.0,0,0,0.0,2142,0,0.0,556,0,0.0,1708,0,0.0,804,0,0.0,0.0,0,40535,0,17619,0
9,2022-02-25,312,0,0.0,1537,0,0.0,646,0,0.0,6500,0,0.0,3933,0,0.0,1068,0,0.0,0,0,0.0,2329,0,0.0,628,0,0.0,1937,0,0.0,1047,0,0.0,0.0,0,41430,0,19937,0
10,2022-02-26,496,0,0.0,1764,0,0.0,689,0,0.0,7071,0,0.0,4102,0,0.0,1164,0,0.0,0,0,0.0,2437,0,0.0,681,0,0.0,2093,0,0.0,1225,0,0.0,0.0,0,42234,0,21722,0
11,2022-02-27,671,0,0.0,1994,0,0.0,727,0,0.0,7559,0,0.0,4231,0,0.0,1249,0,0.0,0,0,0.0,2517,0,0.0,721,0,0.0,2238,0,0.0,1408,0,0.0,0.0,0,42959,0,23315,0
12,2022-02-28,820,0,0.0,2226,0,0.0,746,0,0.0,7931,0,0.0,4340,0,0.0,1313,0,0.0,0,0,0.0,2579,0,0.0,755,0,0.0,2333,0,0.0,1577,0,0.0,0.0,0,43615,0,24620,0
13,2022-03-01,953,0,0.0,2424,0,0.0,772,0,0.0,8285,0,0.0,4428,0,0.0,1375,0,0.0,1,0,0.0,2628,0,0.0,793,0,0.0,2412,0,0.0,1716,0,0.0,0.0,0,43648,0,25787,0
14,2022-03-02,1074,0,0.0,2616,0,0.0,787,0,0.0,8496,0,0.0,4505,0,0.0,1426,0,0.0,1,0,0.0,2672,0,0.0,816,0,0.0,2492,0,0.0,1821,0,0.0,0.0,0,43676,0,26706,0
15,2022-03-03,1192,0,0.0,2770,0,0.0,800,0,0.0,8636,0,0.0,4571,0,0.0,1462,0,0.0,1,0,0.0,2706,0,0.0,836,0,0.0,2534,0,0.0,1929,0,0.0,0.0,0,43703,0,27437,0
