Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,29,0,0.0,0,0,0.0,0,0,0.0,2,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,31,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,97,0,0.0,78,0,0.0,0,0,0.0,0,0,0.0,22,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,197,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,252,0,0.0,301,0,0.0,0,0,0.0,0,0,0.0,91,0,0.0,1,0,0.0,32,0,0.0,0,0,0.0,0.0,0,5586,0,677,0
3,2022-02-19,0,0,0.0,47,0,0.0,64,0,0.0,613,0,0.0,516,0,0.0,36,0,0.0,0,0,0.0,279,0,0.0,42,0,0.0,165,0,0.0,31,0,0.0,0.0,0,12691,0,1793,0
4,2022-02-20,6,0,0.0,175,0,0.0,142,0,0.0,1152,0,0.0,1141,0,0.0,112,0,0.0,0,0,0.0,606,0,0.0,114,0,0.0,395,0,0.0,91,0,0.0,0.0,0,19482,0,3934,0
5,2022-02-21,12,0,0.0,374,0,0.0,249,0,0.0,1986,0,0.0,1633,0,0.0,240,0,0.0,0,0,0.0,877,0,0.0,207,0,0.0,667,0,0.0,228,0,0.0,0.0,0,27403,0,6473,0
6,2022-02-22,32,0,0.0,656,0,0.0,388,0,0.0,3174,0,0.0,2359,0,0.0,367,0,0.0,0,0,0.0,1394,0,0.0,339,0,0.0,976,0,0.0,423,0,0.0,0.0,0,34082,0,10108,0
7,2022-02-23,96,0,0.0,959,0,0.0,508,0,0.0,4589,0,0.0,3115,0,0.0,614,0,0.0,0,0,0.0,1803,0,0.0,466,0,0.0,1422,0,0.0,657,0,0.0,0.0,0,39535,0,14229,0
8,2022-02-24,193,0,0.0,1226,0,0.0,604,0,0.0,5725,0,0.0,3674,0,0.0,869,0,0.0,0,0,0.0,2156,0,0.0,555,0,0.0,1691,0,0.0,851,0,0.0,0.0,0,40535,0,17544,0
9,2022-02-25,343,0,0.0,1494,0,0.0,667,0,0.0,6430,0,0.0,3938,0,0.0,1081,0,0.0,0,0,0.0,2341,0,0.0,627,0,0.0,1913,0,0.0,1110,0,0.0,0.0,0,41430,0,19944,0
10,2022-02-26,515,0,0.0,1734,0,0.0,712,0,0.0,7004,0,0.0,4084,0,0.0,1159,0,0.0,0,0,0.0,2440,0,0.0,680,0,0.0,2085,0,0.0,1292,0,0.0,0.0,0,42234,0,21705,0
11,2022-02-27,689,0,0.0,1987,0,0.0,747,0,0.0,7479,0,0.0,4218,0,0.0,1229,0,0.0,0,0,0.0,2508,0,0.0,723,0,0.0,2220,0,0.0,1456,0,0.0,0.0,0,42959,0,23256,0
12,2022-02-28,821,0,0.0,2194,0,0.0,772,0,0.0,7900,0,0.0,4349,0,0.0,1293,0,0.0,0,0,0.0,2573,0,0.0,762,0,0.0,2327,0,0.0,1600,0,0.0,0.0,0,43615,0,24591,0
13,2022-03-01,966,0,0.0,2396,0,0.0,787,0,0.0,8247,0,0.0,4431,0,0.0,1351,0,0.0,0,0,0.0,2632,0,0.0,786,0,0.0,2408,0,0.0,1730,0,0.0,0.0,0,43648,0,25734,0
14,2022-03-02,1100,0,0.0,2590,0,0.0,808,0,0.0,8431,0,0.0,4507,0,0.0,1413,0,0.0,1,0,0.0,2680,0,0.0,809,0,0.0,2459,0,0.0,1849,0,0.0,0.0,0,43676,0,26647,0
15,2022-03-03,1215,0,0.0,2747,0,0.0,819,0,0.0,8606,0,0.0,4551,0,0.0,1447,0,0.0,2,0,0.0,2697,0,0.0,826,0,0.0,2513,0,0.0,1973,0,0.0,0.0,0,43703,0,27396,0
16,2022-03-04,1334,0,0.0,2916,0,0.0,826,0,0.0,8732,0,0.0,4613,0,0.0,1476,0,0.0,2,0,0.0,2731,0,0.0,845,0,0.0,2549,0,0.0,2060,0,0.0,0.0,0,43726,0,28084,0
17,2022-03-05,1435,0,0.0,3063,0,0.0,834,0,0.0,8864,0,0.0,4658,0,0.0,1507,0,0.0,6,0,0.0,2745,0,0.0,864,0,0.0,2580,0,0.0,2146,0,0.0,0.0,0,43726,0,28702,0
18,2022-03-06,1505,0,0.0,3190,0,0.0,838,0,0.0,8962,0,0.0,4694,0,0.0,1529,0,0.0,6,0,0.0,2771,0,0.0,882,0,0.0,2617,0,0.0,2241,0,0.0,0.0,0,43726,0,29235,0
19,2022-03-07,1583,0,0.0,3308,0,0.0,842,0,0.0,9038,0,0.0,4732,0,0.0,1554,0,0.0,7,0,0.0,2790,0,0.0,893,0,0.0,2640,0,0.0,2308,0,0.0,0.0,0,43726,0,29695,0
20,2022-03-08,1668,0,0.0,3417,0,0.0,844,0,0.0,9090,0,0.0,4762,0,0.0,1571,0,0.0,10,0,0.0,2803,0,0.0,900,0,0.0,2658,0,0.0,2387,0,0.0,0.0,0,43726,0,30110,0
21,2022-03-09,1734,0,0.0,3530,0,0.0,845,0,0.0,9161,0,0.0,4793,0,0.0,1591,0,0.0,17,0,0.0,2821,0,0.0,913,0,0.0,2676,0,0.0,2462,0,0.0,0.0,0,43726,0,30543,0
22,2022-03-10,1799,0,0.0,3633,0,0.0,846,0,0.0,9198,0,0.0,4822,0,0.0,1605,0,0.0,22,0,0.0,2836,0,0.0,927,0,0.0,2688,0,0.0,2521,0,0.0,0.0,0,43726,0,30897,0
23,2022-03-11,1868,0,0.0,3733,0,0.0,847,0,0.0,9235,0,0.0,4851,0,0.0,1625,0,0.0,27,0,0.0,2850,0,0.0,942,0,0.0,2701,0,0.0,2587,0,0.0,0.0,0,43726,0,31266,0
24,2022-03-12,1928,0,0.0,3847,0,0.0,847,0,0.0,9270,0,0.0,4889,0,0.0,1642,0,0.0,29,0,0.0,2860,0,0.0,950,0,0.0,2707,0,0.0,2650,0,0.0,0.0,0,43726,0,31619,0
25,2022-03-13,1984,0,0.0,3949,0,0.0,847,0,0.0,9294,0,0.0,4911,0,0.0,1657,0,0.0,35,0,0.0,2877,0,0.0,960,0,0.0,2716,0,0.0,2711,0,0.0,0.0,0,43726,0,31941,0
26,2022-03-14,2040,0,0.0,4033,0,0.0,847,0,0.0,9329,0,0.0,4938,0,0.0,1667,0,0.0,43,0,0.0,2894,0,0.0,967,0,0.0,2721,0,0.0,2791,0,0.0,0.0,0,43726,0,32270,0
27,2022-03-15,2095,0,0.0,4142,0,0.0,847,0,0.0,9355,0,0.0,4962,0,0.0,1680,0,0.0,52,0,0.0,2904,0,0.0,976,0,0.0,2725,0,0.0,2858,0,0.0,0.0,0,43726,0,32596,0
28,2022-03-16,2143,0,0.0,4235,0,0.0,847,0,0.0,9379,0,0.0,4980,0,0.0,1693,0,0.0,54,0,0.0,2918,0,0.0,981,0,0.0,2728,0,0.0,2927,0,0.0,0.0,0,43726,0,32885,0
29,2022-03-17,2196,0,0.0,4311,0,0.0,847,0,0.0,9406,0,0.0,5007,0,0.0,1699,0,0.0,59,0,0.0,2931,0,0.0,983,0,0.0,2731,0,0.0,2976,0,0.0,0.0,0,43726,0,33146,0
30,2022-03-18,2236,0,0.0,4396,0,0.0,848,0,0.0,9432,0,0.0,5036,0,0.0,1713,0,0.0,68,0,0.0,2951,0,0.0,989,0,0.0,2736,0,0.0,3021,0,0.0,0.0,0,43726,0,33426,0
31,2022-03-19,2279,0,0.0,4475,0,0.0,848,0,0.0,9459,0,0.0,5055,0,0.0,1719,0,0.0,80,0,0.0,2965,0,0.0,996,0,0.0,2740,0,0.0,3076,0,0.0,0.0,0,43726,0,33692,0
32,2022-03-20,2322,0,0.0,4557,0,0.0,848,0,0.0,9470,0,0.0,5077,0,0.0,1723,0,0.0,84,0,0.0,2974,0,0.0,1002,0,0.0,2744,0,0.0,3120,0,0.0,0.0,0,43726,0,33921,0
33,2022-03-21,2358,0,0.0,4623,0,0.0,848,0,0.0,9483,0,0.0,5100,0,0.0,1729,0,0.0,94,0,0.0,2982,0,0.0,1004,0,0.0,2745,0,0.0,3155,0,0.0,0.0,0,43726,0,34121,0
34,2022-03-22,2392,0,0.0,4692,0,0.0,848,0,0.0,9500,0,0.0,5121,0,0.0,1732,0,0.0,103,0,0.0,2992,0,0.0,1007,0,0.0,2750,0,0.0,3192,0,0.0,0.0,0,43726,0,34329,0
