Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,30,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,36,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,91,0,0.0,88,0,0.0,0,0,0.0,0,0,0.0,21,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,200,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,274,0,0.0,295,0,0.0,0,0,0.0,0,0,0.0,99,0,0.0,1,0,0.0,29,0,0.0,0,0,0.0,0.0,0,5586,0,698,0
3,2022-02-19,0,0,0.0,62,0,0.0,41,0,0.0,645,0,0.0,529,0,0.0,51,0,0.0,0,0,0.0,294,0,0.0,36,0,0.0,142,0,0.0,42,0,0.0,0.0,0,12691,0,1842,0
4,2022-02-20,4,0,0.0,195,0,0.0,127,0,0.0,1164,0,0.0,1178,0,0.0,141,0,0.0,0,0,0.0,611,0,0.0,105,0,0.0,389,0,0.0,117,0,0.0,0.0,0,19482,0,4031,0
5,2022-02-21,12,0,0.0,394,0,0.0,251,0,0.0,1998,0,0.0,1700,0,0.0,251,0,0.0,0,0,0.0,879,0,0.0,180,0,0.0,647,0,0.0,232,0,0.0,0.0,0,27403,0,6544,0
6,2022-02-22,27,0,0.0,662,0,0.0,393,0,0.0,3248,0,0.0,2398,0,0.0,407,0,0.0,0,0,0.0,1366,0,0.0,321,0,0.0,946,0,0.0,412,0,0.0,0.0,0,34082,0,10180,0
7,2022-02-23,79,0,0.0,994,0,0.0,522,0,0.0,4695,0,0.0,3128,0,0.0,628,0,0.0,0,0,0.0,1764,0,0.0,437,0,0.0,1365,0,0.0,651,0,0.0,0.0,0,39535,0,14263,0
8,2022-02-24,192,0,0.0,1276,0,0.0,598,0,0.0,5815,0,0.0,3667,0,0.0,885,0,0.0,0,0,0.0,2139,0,0.0,526,0,0.0,1665,0,0.0,867,0,0.0,0.0,0,40535,0,17630,0
9,2022-02-25,327,0,0.0,1541,0,0.0,659,0,0.0,6535,0,0.0,3950,0,0.0,1081,0,0.0,0,0,0.0,2318,0,0.0,615,0,0.0,1881,0,0.0,1113,0,0.0,0.0,0,41430,0,20020,0
10,2022-02-26,494,0,0.0,1784,0,0.0,688,0,0.0,7078,0,0.0,4092,0,0.0,1166,0,0.0,0,0,0.0,2420,0,0.0,667,0,0.0,2055,0,0.0,1306,0,0.0,0.0,0,42234,0,21750,0
11,2022-02-27,667,0,0.0,2044,0,0.0,732,0,0.0,7560,0,0.0,4239,0,0.0,1228,0,0.0,0,0,0.0,2476,0,0.0,704,0,0.0,2201,0,0.0,1471,0,0.0,0.0,0,42959,0,23322,0
12,2022-02-28,822,0,0.0,2294,0,0.0,754,0,0.0,7963,0,0.0,4360,0,0.0,1296,0,0.0,1,0,0.0,2548,0,0.0,741,0,0.0,2322,0,0.0,1619,0,0.0,0.0,0,43615,0,24720,0
13,2022-03-01,977,0,0.0,2503,0,0.0,777,0,0.0,8320,0,0.0,4456,0,0.0,1348,0,0.0,1,0,0.0,2613,0,0.0,767,0,0.0,2414,0,0.0,1730,0,0.0,0.0,0,43648,0,25906,0
14,2022-03-02,1102,0,0.0,2687,0,0.0,789,0,0.0,8530,0,0.0,4547,0,0.0,1400,0,0.0,2,0,0.0,2661,0,0.0,791,0,0.0,2481,0,0.0,1832,0,0.0,0.0,0,43676,0,26822,0
15,2022-03-03,1223,0,0.0,2831,0,0.0,799,0,0.0,8692,0,0.0,4612,0,0.0,1436,0,0.0,4,0,0.0,2692,0,0.0,809,0,0.0,2520,0,0.0,1938,0,0.0,0.0,0,43703,0,27556,0
16,2022-03-04,1338,0,0.0,3001,0,0.0,806,0,0.0,8814,0,0.0,4658,0,0.0,1458,0,0.0,7,0,0.0,2716,0,0.0,822,0,0.0,2562,0,0.0,2027,0,0.0,0.0,0,43726,0,28209,0
17,2022-03-05,1434,0,0.0,3153,0,0.0,811,0,0.0,8923,0,0.0,4700,0,0.0,1479,0,0.0,8,0,0.0,2738,0,0.0,844,0,0.0,2596,0,0.0,2128,0,0.0,0.0,0,43726,0,28814,0
18,2022-03-06,1525,0,0.0,3280,0,0.0,816,0,0.0,9017,0,0.0,4735,0,0.0,1503,0,0.0,11,0,0.0,2755,0,0.0,865,0,0.0,2625,0,0.0,2206,0,0.0,0.0,0,43726,0,29338,0
19,2022-03-07,1609,0,0.0,3409,0,0.0,818,0,0.0,9087,0,0.0,4775,0,0.0,1525,0,0.0,12,0,0.0,2770,0,0.0,882,0,0.0,2640,0,0.0,2299,0,0.0,0.0,0,43726,0,29826,0
20,2022-03-08,1691,0,0.0,3537,0,0.0,820,0,0.0,9158,0,0.0,4809,0,0.0,1553,0,0.0,16,0,0.0,2787,0,0.0,889,0,0.0,2662,0,0.0,2394,0,0.0,0.0,0,43726,0,30316,0
21,2022-03-09,1767,0,0.0,3645,0,0.0,823,0,0.0,9209,0,0.0,4845,0,0.0,1562,0,0.0,20,0,0.0,2795,0,0.0,898,0,0.0,2677,0,0.0,2473,0,0.0,0.0,0,43726,0,30714,0
22,2022-03-10,1838,0,0.0,3745,0,0.0,824,0,0.0,9259,0,0.0,4887,0,0.0,1579,0,0.0,24,0,0.0,2811,0,0.0,914,0,0.0,2688,0,0.0,2530,0,0.0,0.0,0,43726,0,31099,0
