Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,33,0,0.0,0,0,0.0,0,0,0.0,3,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,36,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,87,0,0.0,81,0,0.0,0,0,0.0,0,0,0.0,14,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,182,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,258,0,0.0,271,0,0.0,0,0,0.0,0,0,0.0,78,0,0.0,0,0,0.0,30,0,0.0,0,0,0.0,0.0,0,5586,0,637,0
3,2022-02-19,0,0,0.0,51,0,0.0,53,0,0.0,628,0,0.0,505,0,0.0,51,0,0.0,0,0,0.0,261,0,0.0,34,0,0.0,147,0,0.0,47,0,0.0,0.0,0,12691,0,1777,0
4,2022-02-20,3,0,0.0,192,0,0.0,146,0,0.0,1127,0,0.0,1143,0,0.0,123,0,0.0,0,0,0.0,607,0,0.0,107,0,0.0,392,0,0.0,114,0,0.0,0.0,0,19482,0,3954,0
5,2022-02-21,9,0,0.0,396,0,0.0,260,0,0.0,2015,0,0.0,1637,0,0.0,249,0,0.0,0,0,0.0,885,0,0.0,193,0,0.0,674,0,0.0,235,0,0.0,0.0,0,27403,0,6553,0
6,2022-02-22,40,0,0.0,677,0,0.0,406,0,0.0,3292,0,0.0,2351,0,0.0,407,0,0.0,0,0,0.0,1364,0,0.0,346,0,0.0,973,0,0.0,420,0,0.0,0.0,0,34082,0,10276,0
7,2022-02-23,79,0,0.0,991,0,0.0,529,0,0.0,4668,0,0.0,3101,0,0.0,667,0,0.0,0,0,0.0,1727,0,0.0,484,0,0.0,1435,0,0.0,649,0,0.0,0.0,0,39535,0,14330,0
8,2022-02-24,193,0,0.0,1271,0,0.0,604,0,0.0,5761,0,0.0,3669,0,0.0,928,0,0.0,0,0,0.0,2093,0,0.0,567,0,0.0,1719,0,0.0,868,0,0.0,0.0,0,40535,0,17673,0
9,2022-02-25,327,0,0.0,1520,0,0.0,664,0,0.0,6449,0,0.0,3942,0,0.0,1119,0,0.0,0,0,0.0,2273,0,0.0,616,0,0.0,1932,0,0.0,1108,0,0.0,0.0,0,41430,0,19950,0
