Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26,0,0.0,0,0,0.0,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,31,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,91,0,0.0,78,0,0.0,0,0,0.0,0,0,0.0,17,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,186,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,260,0,0.0,276,0,0.0,0,0,0.0,0,0,0.0,85,0,0.0,1,0,0.0,24,0,0.0,0,0,0.0,0.0,0,5586,0,646,0
3,2022-02-19,0,0,0.0,45,0,0.0,52,0,0.0,647,0,0.0,496,0,0.0,52,0,0.0,0,0,0.0,276,0,0.0,33,0,0.0,139,0,0.0,39,0,0.0,0.0,0,12691,0,1779,0
4,2022-02-20,1,0,0.0,165,0,0.0,146,0,0.0,1185,0,0.0,1158,0,0.0,127,0,0.0,0,0,0.0,624,0,0.0,106,0,0.0,418,0,0.0,93,0,0.0,0.0,0,19482,0,4023,0
5,2022-02-21,6,0,0.0,380,0,0.0,264,0,0.0,2044,0,0.0,1648,0,0.0,253,0,0.0,0,0,0.0,886,0,0.0,201,0,0.0,698,0,0.0,224,0,0.0,0.0,0,27403,0,6604,0
6,2022-02-22,28,0,0.0,650,0,0.0,387,0,0.0,3290,0,0.0,2332,0,0.0,394,0,0.0,0,0,0.0,1361,0,0.0,343,0,0.0,971,0,0.0,399,0,0.0,0.0,0,34082,0,10155,0
7,2022-02-23,73,0,0.0,940,0,0.0,515,0,0.0,4667,0,0.0,3103,0,0.0,651,0,0.0,0,0,0.0,1768,0,0.0,504,0,0.0,1399,0,0.0,633,0,0.0,0.0,0,39535,0,14253,0
8,2022-02-24,171,0,0.0,1242,0,0.0,605,0,0.0,5801,0,0.0,3627,0,0.0,897,0,0.0,0,0,0.0,2120,0,0.0,601,0,0.0,1700,0,0.0,850,0,0.0,0.0,0,40535,0,17614,0
9,2022-02-25,315,0,0.0,1496,0,0.0,656,0,0.0,6503,0,0.0,3913,0,0.0,1064,0,0.0,0,0,0.0,2310,0,0.0,651,0,0.0,1923,0,0.0,1095,0,0.0,0.0,0,41430,0,19926,0
10,2022-02-26,482,0,0.0,1739,0,0.0,699,0,0.0,7041,0,0.0,4088,0,0.0,1158,0,0.0,0,0,0.0,2425,0,0.0,711,0,0.0,2072,0,0.0,1265,0,0.0,0.0,0,42234,0,21680,0
11,2022-02-27,638,0,0.0,1990,0,0.0,738,0,0.0,7554,0,0.0,4223,0,0.0,1224,0,0.0,0,0,0.0,2494,0,0.0,754,0,0.0,2213,0,0.0,1450,0,0.0,0.0,0,42959,0,23278,0
12,2022-02-28,807,0,0.0,2227,0,0.0,760,0,0.0,7957,0,0.0,4328,0,0.0,1280,0,0.0,2,0,0.0,2559,0,0.0,789,0,0.0,2309,0,0.0,1601,0,0.0,0.0,0,43615,0,24619,0
