Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,30,0,0.0,0,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,34,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,105,0,0.0,81,0,0.0,0,0,0.0,0,0,0.0,12,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,198,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,272,0,0.0,253,0,0.0,0,0,0.0,0,0,0.0,64,0,0.0,2,0,0.0,29,0,0.0,0,0,0.0,0.0,0,5586,0,620,0
3,2022-02-19,0,0,0.0,52,0,0.0,59,0,0.0,676,0,0.0,507,0,0.0,42,0,0.0,0,0,0.0,249,0,0.0,41,0,0.0,135,0,0.0,45,0,0.0,0.0,0,12691,0,1806,0
4,2022-02-20,3,0,0.0,169,0,0.0,146,0,0.0,1191,0,0.0,1117,0,0.0,120,0,0.0,0,0,0.0,612,0,0.0,102,0,0.0,390,0,0.0,104,0,0.0,0.0,0,19482,0,3954,0
5,2022-02-21,5,0,0.0,376,0,0.0,270,0,0.0,2056,0,0.0,1651,0,0.0,244,0,0.0,0,0,0.0,866,0,0.0,186,0,0.0,723,0,0.0,236,0,0.0,0.0,0,27403,0,6613,0
6,2022-02-22,28,0,0.0,642,0,0.0,410,0,0.0,3296,0,0.0,2331,0,0.0,388,0,0.0,0,0,0.0,1330,0,0.0,326,0,0.0,1027,0,0.0,441,0,0.0,0.0,0,34082,0,10219,0
7,2022-02-23,75,0,0.0,947,0,0.0,543,0,0.0,4750,0,0.0,3077,0,0.0,645,0,0.0,0,0,0.0,1714,0,0.0,467,0,0.0,1460,0,0.0,693,0,0.0,0.0,0,39535,0,14371,0
8,2022-02-24,180,0,0.0,1231,0,0.0,610,0,0.0,5836,0,0.0,3675,0,0.0,863,0,0.0,0,0,0.0,2063,0,0.0,578,0,0.0,1749,0,0.0,924,0,0.0,0.0,0,40535,0,17709,0
9,2022-02-25,303,0,0.0,1508,0,0.0,656,0,0.0,6559,0,0.0,3948,0,0.0,1066,0,0.0,0,0,0.0,2223,0,0.0,644,0,0.0,1999,0,0.0,1148,0,0.0,0.0,0,41430,0,20054,0
10,2022-02-26,456,0,0.0,1752,0,0.0,701,0,0.0,7147,0,0.0,4112,0,0.0,1155,0,0.0,0,0,0.0,2326,0,0.0,702,0,0.0,2149,0,0.0,1327,0,0.0,0.0,0,42234,0,21827,0
11,2022-02-27,617,0,0.0,2015,0,0.0,735,0,0.0,7662,0,0.0,4244,0,0.0,1221,0,0.0,0,0,0.0,2384,0,0.0,735,0,0.0,2291,0,0.0,1493,0,0.0,0.0,0,42959,0,23397,0
12,2022-02-28,765,0,0.0,2241,0,0.0,757,0,0.0,8081,0,0.0,4345,0,0.0,1295,0,0.0,0,0,0.0,2451,0,0.0,772,0,0.0,2391,0,0.0,1634,0,0.0,0.0,0,43615,0,24732,0
13,2022-03-01,913,0,0.0,2451,0,0.0,784,0,0.0,8365,0,0.0,4426,0,0.0,1361,0,0.0,0,0,0.0,2494,0,0.0,802,0,0.0,2471,0,0.0,1761,0,0.0,0.0,0,43648,0,25828,0
14,2022-03-02,1057,0,0.0,2658,0,0.0,796,0,0.0,8567,0,0.0,4507,0,0.0,1418,0,0.0,0,0,0.0,2538,0,0.0,826,0,0.0,2539,0,0.0,1881,0,0.0,0.0,0,43676,0,26787,0
15,2022-03-03,1171,0,0.0,2825,0,0.0,806,0,0.0,8731,0,0.0,4565,0,0.0,1447,0,0.0,1,0,0.0,2562,0,0.0,853,0,0.0,2585,0,0.0,1998,0,0.0,0.0,0,43703,0,27544,0
16,2022-03-04,1285,0,0.0,2986,0,0.0,814,0,0.0,8854,0,0.0,4627,0,0.0,1470,0,0.0,4,0,0.0,2585,0,0.0,871,0,0.0,2620,0,0.0,2081,0,0.0,0.0,0,43726,0,28197,0
17,2022-03-05,1401,0,0.0,3121,0,0.0,820,0,0.0,8959,0,0.0,4662,0,0.0,1494,0,0.0,6,0,0.0,2604,0,0.0,897,0,0.0,2646,0,0.0,2172,0,0.0,0.0,0,43726,0,28782,0
18,2022-03-06,1479,0,0.0,3245,0,0.0,824,0,0.0,9039,0,0.0,4704,0,0.0,1526,0,0.0,12,0,0.0,2625,0,0.0,911,0,0.0,2674,0,0.0,2255,0,0.0,0.0,0,43726,0,29294,0
19,2022-03-07,1561,0,0.0,3366,0,0.0,828,0,0.0,9118,0,0.0,4748,0,0.0,1550,0,0.0,14,0,0.0,2638,0,0.0,921,0,0.0,2694,0,0.0,2336,0,0.0,0.0,0,43726,0,29774,0
20,2022-03-08,1645,0,0.0,3481,0,0.0,830,0,0.0,9174,0,0.0,4773,0,0.0,1568,0,0.0,18,0,0.0,2657,0,0.0,933,0,0.0,2705,0,0.0,2404,0,0.0,0.0,0,43726,0,30188,0
21,2022-03-09,1723,0,0.0,3610,0,0.0,831,0,0.0,9236,0,0.0,4806,0,0.0,1586,0,0.0,20,0,0.0,2670,0,0.0,942,0,0.0,2720,0,0.0,2483,0,0.0,0.0,0,43726,0,30627,0
22,2022-03-10,1798,0,0.0,3717,0,0.0,831,0,0.0,9269,0,0.0,4840,0,0.0,1601,0,0.0,22,0,0.0,2692,0,0.0,951,0,0.0,2731,0,0.0,2552,0,0.0,0.0,0,43726,0,31004,0
23,2022-03-11,1852,0,0.0,3818,0,0.0,833,0,0.0,9317,0,0.0,4877,0,0.0,1622,0,0.0,25,0,0.0,2712,0,0.0,957,0,0.0,2737,0,0.0,2608,0,0.0,0.0,0,43726,0,31358,0
24,2022-03-12,1919,0,0.0,3926,0,0.0,833,0,0.0,9345,0,0.0,4900,0,0.0,1639,0,0.0,29,0,0.0,2723,0,0.0,964,0,0.0,2743,0,0.0,2663,0,0.0,0.0,0,43726,0,31684,0
25,2022-03-13,1977,0,0.0,4014,0,0.0,833,0,0.0,9381,0,0.0,4931,0,0.0,1654,0,0.0,38,0,0.0,2738,0,0.0,972,0,0.0,2750,0,0.0,2711,0,0.0,0.0,0,43726,0,31999,0
26,2022-03-14,2029,0,0.0,4113,0,0.0,836,0,0.0,9418,0,0.0,4955,0,0.0,1665,0,0.0,43,0,0.0,2752,0,0.0,980,0,0.0,2756,0,0.0,2779,0,0.0,0.0,0,43726,0,32326,0
27,2022-03-15,2077,0,0.0,4199,0,0.0,836,0,0.0,9444,0,0.0,4971,0,0.0,1681,0,0.0,52,0,0.0,2765,0,0.0,986,0,0.0,2761,0,0.0,2845,0,0.0,0.0,0,43726,0,32617,0
28,2022-03-16,2117,0,0.0,4293,0,0.0,836,0,0.0,9471,0,0.0,4998,0,0.0,1695,0,0.0,57,0,0.0,2779,0,0.0,994,0,0.0,2764,0,0.0,2899,0,0.0,0.0,0,43726,0,32903,0
29,2022-03-17,2166,0,0.0,4391,0,0.0,837,0,0.0,9494,0,0.0,5022,0,0.0,1709,0,0.0,60,0,0.0,2793,0,0.0,1005,0,0.0,2769,0,0.0,2950,0,0.0,0.0,0,43726,0,33196,0
30,2022-03-18,2209,0,0.0,4460,0,0.0,837,0,0.0,9514,0,0.0,5048,0,0.0,1723,0,0.0,66,0,0.0,2803,0,0.0,1009,0,0.0,2772,0,0.0,2998,0,0.0,0.0,0,43726,0,33439,0
31,2022-03-19,2259,0,0.0,4542,0,0.0,837,0,0.0,9525,0,0.0,5072,0,0.0,1726,0,0.0,75,0,0.0,2813,0,0.0,1014,0,0.0,2774,0,0.0,3057,0,0.0,0.0,0,43726,0,33694,0
32,2022-03-20,2298,0,0.0,4606,0,0.0,837,0,0.0,9537,0,0.0,5091,0,0.0,1738,0,0.0,78,0,0.0,2826,0,0.0,1020,0,0.0,2777,0,0.0,3105,0,0.0,0.0,0,43726,0,33913,0
33,2022-03-21,2344,0,0.0,4688,0,0.0,837,0,0.0,9549,0,0.0,5112,0,0.0,1743,0,0.0,83,0,0.0,2834,0,0.0,1031,0,0.0,2779,0,0.0,3146,0,0.0,0.0,0,43726,0,34146,0
34,2022-03-22,2379,0,0.0,4742,0,0.0,837,0,0.0,9558,0,0.0,5138,0,0.0,1752,0,0.0,91,0,0.0,2843,0,0.0,1036,0,0.0,2781,0,0.0,3193,0,0.0,0.0,0,43726,0,34350,0
35,2022-03-23,2407,0,0.0,4806,0,0.0,837,0,0.0,9574,0,0.0,5162,0,0.0,1758,0,0.0,99,0,0.0,2856,0,0.0,1039,0,0.0,2782,0,0.0,3227,0,0.0,0.0,0,43726,0,34547,0
36,2022-03-24,2450,0,0.0,4870,0,0.0,837,0,0.0,9589,0,0.0,5195,0,0.0,1766,0,0.0,109,0,0.0,2866,0,0.0,1042,0,0.0,2782,0,0.0,3267,0,0.0,0.0,0,43726,0,34773,0
