Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,19,0,0.0,0,0,0.0,0,0,0.0,6,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,25,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,99,0,0.0,79,0,0.0,0,0,0.0,0,0,0.0,23,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,201,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,288,0,0.0,259,0,0.0,0,0,0.0,0,0,0.0,89,0,0.0,1,0,0.0,25,0,0.0,0,0,0.0,0.0,0,5586,0,662,0
3,2022-02-19,0,0,0.0,49,0,0.0,52,0,0.0,646,0,0.0,498,0,0.0,49,0,0.0,0,0,0.0,263,0,0.0,44,0,0.0,158,0,0.0,43,0,0.0,0.0,0,12691,0,1802,0
4,2022-02-20,1,0,0.0,179,0,0.0,143,0,0.0,1135,0,0.0,1160,0,0.0,119,0,0.0,0,0,0.0,602,0,0.0,106,0,0.0,418,0,0.0,107,0,0.0,0.0,0,19482,0,3970,0
5,2022-02-21,10,0,0.0,393,0,0.0,282,0,0.0,2000,0,0.0,1686,0,0.0,242,0,0.0,0,0,0.0,880,0,0.0,190,0,0.0,675,0,0.0,245,0,0.0,0.0,0,27403,0,6603,0
6,2022-02-22,38,0,0.0,670,0,0.0,398,0,0.0,3284,0,0.0,2392,0,0.0,384,0,0.0,0,0,0.0,1345,0,0.0,320,0,0.0,982,0,0.0,417,0,0.0,0.0,0,34082,0,10230,0
7,2022-02-23,87,0,0.0,977,0,0.0,548,0,0.0,4624,0,0.0,3153,0,0.0,641,0,0.0,0,0,0.0,1730,0,0.0,491,0,0.0,1397,0,0.0,654,0,0.0,0.0,0,39535,0,14302,0
8,2022-02-24,199,0,0.0,1251,0,0.0,617,0,0.0,5764,0,0.0,3698,0,0.0,897,0,0.0,0,0,0.0,2078,0,0.0,590,0,0.0,1697,0,0.0,889,0,0.0,0.0,0,40535,0,17680,0
9,2022-02-25,340,0,0.0,1496,0,0.0,667,0,0.0,6485,0,0.0,3966,0,0.0,1079,0,0.0,0,0,0.0,2284,0,0.0,638,0,0.0,1942,0,0.0,1130,0,0.0,0.0,0,41430,0,20027,0
10,2022-02-26,513,0,0.0,1728,0,0.0,714,0,0.0,7048,0,0.0,4128,0,0.0,1174,0,0.0,0,0,0.0,2370,0,0.0,693,0,0.0,2087,0,0.0,1310,0,0.0,0.0,0,42234,0,21765,0
11,2022-02-27,678,0,0.0,1946,0,0.0,762,0,0.0,7527,0,0.0,4256,0,0.0,1243,0,0.0,0,0,0.0,2436,0,0.0,746,0,0.0,2225,0,0.0,1485,0,0.0,0.0,0,42959,0,23304,0
12,2022-02-28,833,0,0.0,2177,0,0.0,788,0,0.0,7939,0,0.0,4360,0,0.0,1305,0,0.0,1,0,0.0,2508,0,0.0,782,0,0.0,2324,0,0.0,1639,0,0.0,0.0,0,43615,0,24656,0
13,2022-03-01,994,0,0.0,2430,0,0.0,811,0,0.0,8268,0,0.0,4436,0,0.0,1357,0,0.0,1,0,0.0,2566,0,0.0,818,0,0.0,2417,0,0.0,1761,0,0.0,0.0,0,43648,0,25859,0
14,2022-03-02,1159,0,0.0,2618,0,0.0,829,0,0.0,8459,0,0.0,4503,0,0.0,1412,0,0.0,2,0,0.0,2603,0,0.0,841,0,0.0,2488,0,0.0,1873,0,0.0,0.0,0,43676,0,26787,0
