Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,31,0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,32,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,107,0,0.0,78,0,0.0,0,0,0.0,0,0,0.0,14,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,199,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,285,0,0.0,250,0,0.0,0,0,0.0,0,0,0.0,69,0,0.0,2,0,0.0,27,0,0.0,0,0,0.0,0.0,0,5586,0,633,0
3,2022-02-19,0,0,0.0,63,0,0.0,55,0,0.0,655,0,0.0,458,0,0.0,38,0,0.0,0,0,0.0,246,0,0.0,43,0,0.0,124,0,0.0,40,0,0.0,0.0,0,12691,0,1722,0
4,2022-02-20,4,0,0.0,196,0,0.0,142,0,0.0,1180,0,0.0,1100,0,0.0,136,0,0.0,0,0,0.0,594,0,0.0,106,0,0.0,410,0,0.0,98,0,0.0,0.0,0,19482,0,3966,0
5,2022-02-21,8,0,0.0,405,0,0.0,250,0,0.0,2041,0,0.0,1609,0,0.0,257,0,0.0,0,0,0.0,863,0,0.0,187,0,0.0,699,0,0.0,223,0,0.0,0.0,0,27403,0,6542,0
6,2022-02-22,33,0,0.0,660,0,0.0,388,0,0.0,3307,0,0.0,2306,0,0.0,417,0,0.0,0,0,0.0,1351,0,0.0,320,0,0.0,1011,0,0.0,389,0,0.0,0.0,0,34082,0,10182,0
7,2022-02-23,82,0,0.0,996,0,0.0,526,0,0.0,4714,0,0.0,3078,0,0.0,667,0,0.0,0,0,0.0,1757,0,0.0,472,0,0.0,1448,0,0.0,637,0,0.0,0.0,0,39535,0,14377,0
8,2022-02-24,184,0,0.0,1270,0,0.0,610,0,0.0,5840,0,0.0,3611,0,0.0,939,0,0.0,0,0,0.0,2087,0,0.0,542,0,0.0,1721,0,0.0,833,0,0.0,0.0,0,40535,0,17637,0
9,2022-02-25,332,0,0.0,1525,0,0.0,664,0,0.0,6598,0,0.0,3917,0,0.0,1119,0,0.0,0,0,0.0,2276,0,0.0,605,0,0.0,1955,0,0.0,1096,0,0.0,0.0,0,41430,0,20087,0
