Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,33,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,33,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,90,0,0.0,90,0,0.0,0,0,0.0,0,0,0.0,11,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,191,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,248,0,0.0,260,0,0.0,0,0,0.0,0,0,0.0,77,0,0.0,0,0,0.0,24,0,0.0,0,0,0.0,0.0,0,5586,0,609,0
3,2022-02-19,0,0,0.0,61,0,0.0,40,0,0.0,617,0,0.0,508,0,0.0,46,0,0.0,0,0,0.0,273,0,0.0,42,0,0.0,147,0,0.0,46,0,0.0,0.0,0,12691,0,1780,0
4,2022-02-20,2,0,0.0,177,0,0.0,118,0,0.0,1157,0,0.0,1167,0,0.0,135,0,0.0,0,0,0.0,629,0,0.0,101,0,0.0,403,0,0.0,108,0,0.0,0.0,0,19482,0,3997,0
5,2022-02-21,8,0,0.0,374,0,0.0,235,0,0.0,2061,0,0.0,1659,0,0.0,246,0,0.0,0,0,0.0,891,0,0.0,174,0,0.0,689,0,0.0,221,0,0.0,0.0,0,27403,0,6558,0
6,2022-02-22,25,0,0.0,642,0,0.0,362,0,0.0,3331,0,0.0,2356,0,0.0,404,0,0.0,0,0,0.0,1389,0,0.0,312,0,0.0,984,0,0.0,425,0,0.0,0.0,0,34082,0,10230,0
7,2022-02-23,74,0,0.0,957,0,0.0,489,0,0.0,4718,0,0.0,3099,0,0.0,662,0,0.0,0,0,0.0,1770,0,0.0,451,0,0.0,1429,0,0.0,651,0,0.0,0.0,0,39535,0,14300,0
8,2022-02-24,174,0,0.0,1264,0,0.0,578,0,0.0,5821,0,0.0,3640,0,0.0,924,0,0.0,0,0,0.0,2123,0,0.0,544,0,0.0,1680,0,0.0,857,0,0.0,0.0,0,40535,0,17605,0
9,2022-02-25,309,0,0.0,1516,0,0.0,634,0,0.0,6476,0,0.0,3915,0,0.0,1129,0,0.0,0,0,0.0,2319,0,0.0,604,0,0.0,1906,0,0.0,1094,0,0.0,0.0,0,41430,0,19902,0
10,2022-02-26,461,0,0.0,1774,0,0.0,692,0,0.0,7076,0,0.0,4058,0,0.0,1221,0,0.0,0,0,0.0,2427,0,0.0,661,0,0.0,2072,0,0.0,1288,0,0.0,0.0,0,42234,0,21730,0
11,2022-02-27,623,0,0.0,2051,0,0.0,717,0,0.0,7550,0,0.0,4179,0,0.0,1294,0,0.0,0,0,0.0,2483,0,0.0,700,0,0.0,2201,0,0.0,1455,0,0.0,0.0,0,42959,0,23253,0
12,2022-02-28,793,0,0.0,2297,0,0.0,742,0,0.0,7948,0,0.0,4298,0,0.0,1354,0,0.0,1,0,0.0,2542,0,0.0,740,0,0.0,2310,0,0.0,1593,0,0.0,0.0,0,43615,0,24618,0
13,2022-03-01,938,0,0.0,2522,0,0.0,770,0,0.0,8260,0,0.0,4389,0,0.0,1412,0,0.0,1,0,0.0,2614,0,0.0,776,0,0.0,2403,0,0.0,1709,0,0.0,0.0,0,43648,0,25794,0
14,2022-03-02,1072,0,0.0,2712,0,0.0,786,0,0.0,8446,0,0.0,4463,0,0.0,1464,0,0.0,3,0,0.0,2655,0,0.0,799,0,0.0,2469,0,0.0,1830,0,0.0,0.0,0,43676,0,26699,0
15,2022-03-03,1196,0,0.0,2898,0,0.0,798,0,0.0,8607,0,0.0,4526,0,0.0,1498,0,0.0,4,0,0.0,2682,0,0.0,824,0,0.0,2515,0,0.0,1950,0,0.0,0.0,0,43703,0,27498,0
16,2022-03-04,1314,0,0.0,3054,0,0.0,807,0,0.0,8745,0,0.0,4589,0,0.0,1527,0,0.0,7,0,0.0,2715,0,0.0,847,0,0.0,2553,0,0.0,2048,0,0.0,0.0,0,43726,0,28206,0
17,2022-03-05,1421,0,0.0,3205,0,0.0,814,0,0.0,8868,0,0.0,4622,0,0.0,1555,0,0.0,7,0,0.0,2738,0,0.0,866,0,0.0,2594,0,0.0,2129,0,0.0,0.0,0,43726,0,28819,0
18,2022-03-06,1536,0,0.0,3348,0,0.0,820,0,0.0,8953,0,0.0,4671,0,0.0,1573,0,0.0,10,0,0.0,2754,0,0.0,876,0,0.0,2623,0,0.0,2223,0,0.0,0.0,0,43726,0,29387,0
19,2022-03-07,1618,0,0.0,3470,0,0.0,822,0,0.0,9016,0,0.0,4718,0,0.0,1593,0,0.0,14,0,0.0,2765,0,0.0,892,0,0.0,2640,0,0.0,2318,0,0.0,0.0,0,43726,0,29866,0
20,2022-03-08,1694,0,0.0,3566,0,0.0,828,0,0.0,9076,0,0.0,4759,0,0.0,1614,0,0.0,18,0,0.0,2785,0,0.0,905,0,0.0,2652,0,0.0,2399,0,0.0,0.0,0,43726,0,30296,0
21,2022-03-09,1772,0,0.0,3668,0,0.0,832,0,0.0,9135,0,0.0,4791,0,0.0,1628,0,0.0,21,0,0.0,2794,0,0.0,920,0,0.0,2668,0,0.0,2480,0,0.0,0.0,0,43726,0,30709,0
22,2022-03-10,1835,0,0.0,3768,0,0.0,832,0,0.0,9180,0,0.0,4815,0,0.0,1639,0,0.0,28,0,0.0,2809,0,0.0,924,0,0.0,2686,0,0.0,2550,0,0.0,0.0,0,43726,0,31066,0
23,2022-03-11,1898,0,0.0,3857,0,0.0,832,0,0.0,9216,0,0.0,4848,0,0.0,1660,0,0.0,33,0,0.0,2827,0,0.0,936,0,0.0,2695,0,0.0,2617,0,0.0,0.0,0,43726,0,31419,0
24,2022-03-12,1971,0,0.0,3949,0,0.0,833,0,0.0,9252,0,0.0,4876,0,0.0,1677,0,0.0,36,0,0.0,2845,0,0.0,944,0,0.0,2704,0,0.0,2686,0,0.0,0.0,0,43726,0,31773,0
25,2022-03-13,2017,0,0.0,4037,0,0.0,834,0,0.0,9282,0,0.0,4898,0,0.0,1692,0,0.0,42,0,0.0,2861,0,0.0,952,0,0.0,2708,0,0.0,2752,0,0.0,0.0,0,43726,0,32075,0
26,2022-03-14,2074,0,0.0,4130,0,0.0,834,0,0.0,9318,0,0.0,4924,0,0.0,1704,0,0.0,48,0,0.0,2877,0,0.0,958,0,0.0,2717,0,0.0,2825,0,0.0,0.0,0,43726,0,32409,0
27,2022-03-15,2132,0,0.0,4220,0,0.0,835,0,0.0,9359,0,0.0,4951,0,0.0,1718,0,0.0,53,0,0.0,2895,0,0.0,964,0,0.0,2722,0,0.0,2871,0,0.0,0.0,0,43726,0,32720,0
