Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,32,0,0.0,0,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,36,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,93,0,0.0,75,0,0.0,0,0,0.0,0,0,0.0,18,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,186,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,303,0,0.0,278,0,0.0,0,0,0.0,0,0,0.0,89,0,0.0,1,0,0.0,36,0,0.0,0,0,0.0,0.0,0,5586,0,707,0
3,2022-02-19,0,0,0.0,49,0,0.0,52,0,0.0,673,0,0.0,503,0,0.0,50,0,0.0,0,0,0.0,252,0,0.0,35,0,0.0,137,0,0.0,33,0,0.0,0.0,0,12691,0,1784,0
4,2022-02-20,5,0,0.0,183,0,0.0,148,0,0.0,1124,0,0.0,1147,0,0.0,129,0,0.0,0,0,0.0,596,0,0.0,99,0,0.0,376,0,0.0,88,0,0.0,0.0,0,19482,0,3895,0
5,2022-02-21,9,0,0.0,372,0,0.0,261,0,0.0,2008,0,0.0,1666,0,0.0,264,0,0.0,0,0,0.0,867,0,0.0,180,0,0.0,677,0,0.0,213,0,0.0,0.0,0,27403,0,6517,0
6,2022-02-22,35,0,0.0,661,0,0.0,379,0,0.0,3256,0,0.0,2390,0,0.0,403,0,0.0,0,0,0.0,1337,0,0.0,309,0,0.0,944,0,0.0,398,0,0.0,0.0,0,34082,0,10112,0
7,2022-02-23,91,0,0.0,953,0,0.0,519,0,0.0,4658,0,0.0,3128,0,0.0,649,0,0.0,0,0,0.0,1736,0,0.0,448,0,0.0,1376,0,0.0,669,0,0.0,0.0,0,39535,0,14227,0
8,2022-02-24,193,0,0.0,1241,0,0.0,597,0,0.0,5777,0,0.0,3678,0,0.0,905,0,0.0,0,0,0.0,2098,0,0.0,552,0,0.0,1667,0,0.0,870,0,0.0,0.0,0,40535,0,17578,0
9,2022-02-25,350,0,0.0,1501,0,0.0,658,0,0.0,6487,0,0.0,3954,0,0.0,1111,0,0.0,0,0,0.0,2263,0,0.0,629,0,0.0,1882,0,0.0,1114,0,0.0,0.0,0,41430,0,19949,0
10,2022-02-26,549,0,0.0,1754,0,0.0,715,0,0.0,7023,0,0.0,4116,0,0.0,1196,0,0.0,0,0,0.0,2377,0,0.0,692,0,0.0,2032,0,0.0,1305,0,0.0,0.0,0,42234,0,21759,0
11,2022-02-27,690,0,0.0,2000,0,0.0,740,0,0.0,7493,0,0.0,4252,0,0.0,1268,0,0.0,0,0,0.0,2447,0,0.0,735,0,0.0,2187,0,0.0,1481,0,0.0,0.0,0,42959,0,23293,0
12,2022-02-28,844,0,0.0,2219,0,0.0,759,0,0.0,7890,0,0.0,4368,0,0.0,1335,0,0.0,0,0,0.0,2512,0,0.0,778,0,0.0,2308,0,0.0,1640,0,0.0,0.0,0,43615,0,24653,0
13,2022-03-01,995,0,0.0,2450,0,0.0,787,0,0.0,8199,0,0.0,4456,0,0.0,1395,0,0.0,0,0,0.0,2569,0,0.0,813,0,0.0,2399,0,0.0,1768,0,0.0,0.0,0,43648,0,25831,0
14,2022-03-02,1124,0,0.0,2653,0,0.0,801,0,0.0,8409,0,0.0,4541,0,0.0,1447,0,0.0,0,0,0.0,2614,0,0.0,835,0,0.0,2465,0,0.0,1878,0,0.0,0.0,0,43676,0,26767,0
15,2022-03-03,1235,0,0.0,2806,0,0.0,812,0,0.0,8574,0,0.0,4599,0,0.0,1473,0,0.0,0,0,0.0,2634,0,0.0,862,0,0.0,2518,0,0.0,1974,0,0.0,0.0,0,43703,0,27487,0
16,2022-03-04,1329,0,0.0,2990,0,0.0,819,0,0.0,8712,0,0.0,4646,0,0.0,1496,0,0.0,3,0,0.0,2656,0,0.0,876,0,0.0,2556,0,0.0,2056,0,0.0,0.0,0,43726,0,28139,0
17,2022-03-05,1444,0,0.0,3152,0,0.0,828,0,0.0,8820,0,0.0,4683,0,0.0,1525,0,0.0,6,0,0.0,2676,0,0.0,895,0,0.0,2588,0,0.0,2153,0,0.0,0.0,0,43726,0,28770,0
18,2022-03-06,1522,0,0.0,3289,0,0.0,829,0,0.0,8902,0,0.0,4727,0,0.0,1544,0,0.0,9,0,0.0,2695,0,0.0,909,0,0.0,2613,0,0.0,2239,0,0.0,0.0,0,43726,0,29278,0
19,2022-03-07,1596,0,0.0,3379,0,0.0,834,0,0.0,8970,0,0.0,4761,0,0.0,1572,0,0.0,17,0,0.0,2717,0,0.0,922,0,0.0,2635,0,0.0,2314,0,0.0,0.0,0,43726,0,29717,0
20,2022-03-08,1684,0,0.0,3496,0,0.0,835,0,0.0,9040,0,0.0,4793,0,0.0,1586,0,0.0,21,0,0.0,2739,0,0.0,937,0,0.0,2657,0,0.0,2396,0,0.0,0.0,0,43726,0,30184,0
21,2022-03-09,1755,0,0.0,3615,0,0.0,835,0,0.0,9091,0,0.0,4836,0,0.0,1604,0,0.0,27,0,0.0,2749,0,0.0,950,0,0.0,2671,0,0.0,2460,0,0.0,0.0,0,43726,0,30593,0
22,2022-03-10,1826,0,0.0,3718,0,0.0,835,0,0.0,9153,0,0.0,4862,0,0.0,1625,0,0.0,35,0,0.0,2760,0,0.0,955,0,0.0,2680,0,0.0,2530,0,0.0,0.0,0,43726,0,30979,0
23,2022-03-11,1883,0,0.0,3817,0,0.0,835,0,0.0,9196,0,0.0,4886,0,0.0,1647,0,0.0,40,0,0.0,2773,0,0.0,969,0,0.0,2688,0,0.0,2597,0,0.0,0.0,0,43726,0,31331,0
24,2022-03-12,1951,0,0.0,3925,0,0.0,835,0,0.0,9241,0,0.0,4925,0,0.0,1659,0,0.0,46,0,0.0,2784,0,0.0,978,0,0.0,2693,0,0.0,2678,0,0.0,0.0,0,43726,0,31715,0
25,2022-03-13,2006,0,0.0,4027,0,0.0,838,0,0.0,9272,0,0.0,4951,0,0.0,1677,0,0.0,50,0,0.0,2802,0,0.0,987,0,0.0,2702,0,0.0,2736,0,0.0,0.0,0,43726,0,32048,0
26,2022-03-14,2065,0,0.0,4106,0,0.0,839,0,0.0,9305,0,0.0,4977,0,0.0,1684,0,0.0,55,0,0.0,2825,0,0.0,992,0,0.0,2710,0,0.0,2800,0,0.0,0.0,0,43726,0,32358,0
27,2022-03-15,2116,0,0.0,4195,0,0.0,839,0,0.0,9324,0,0.0,5004,0,0.0,1696,0,0.0,58,0,0.0,2841,0,0.0,996,0,0.0,2715,0,0.0,2846,0,0.0,0.0,0,43726,0,32630,0
28,2022-03-16,2161,0,0.0,4275,0,0.0,839,0,0.0,9348,0,0.0,5032,0,0.0,1704,0,0.0,64,0,0.0,2855,0,0.0,1000,0,0.0,2719,0,0.0,2904,0,0.0,0.0,0,43726,0,32901,0
29,2022-03-17,2209,0,0.0,4356,0,0.0,839,0,0.0,9370,0,0.0,5052,0,0.0,1719,0,0.0,75,0,0.0,2871,0,0.0,1006,0,0.0,2724,0,0.0,2949,0,0.0,0.0,0,43726,0,33170,0
30,2022-03-18,2253,0,0.0,4441,0,0.0,839,0,0.0,9387,0,0.0,5078,0,0.0,1723,0,0.0,78,0,0.0,2886,0,0.0,1009,0,0.0,2726,0,0.0,2991,0,0.0,0.0,0,43726,0,33411,0
31,2022-03-19,2288,0,0.0,4519,0,0.0,839,0,0.0,9406,0,0.0,5106,0,0.0,1739,0,0.0,88,0,0.0,2903,0,0.0,1012,0,0.0,2732,0,0.0,3063,0,0.0,0.0,0,43726,0,33695,0
32,2022-03-20,2318,0,0.0,4590,0,0.0,839,0,0.0,9424,0,0.0,5128,0,0.0,1748,0,0.0,93,0,0.0,2917,0,0.0,1020,0,0.0,2734,0,0.0,3107,0,0.0,0.0,0,43726,0,33918,0
33,2022-03-21,2369,0,0.0,4657,0,0.0,839,0,0.0,9436,0,0.0,5157,0,0.0,1754,0,0.0,100,0,0.0,2926,0,0.0,1024,0,0.0,2737,0,0.0,3158,0,0.0,0.0,0,43726,0,34157,0
34,2022-03-22,2413,0,0.0,4723,0,0.0,839,0,0.0,9447,0,0.0,5172,0,0.0,1761,0,0.0,106,0,0.0,2936,0,0.0,1030,0,0.0,2740,0,0.0,3211,0,0.0,0.0,0,43726,0,34378,0
35,2022-03-23,2449,0,0.0,4788,0,0.0,839,0,0.0,9456,0,0.0,5192,0,0.0,1768,0,0.0,114,0,0.0,2943,0,0.0,1035,0,0.0,2740,0,0.0,3253,0,0.0,0.0,0,43726,0,34577,0
36,2022-03-24,2483,0,0.0,4850,0,0.0,839,0,0.0,9464,0,0.0,5211,0,0.0,1777,0,0.0,122,0,0.0,2950,0,0.0,1040,0,0.0,2742,0,0.0,3295,0,0.0,0.0,0,43726,0,34773,0
37,2022-03-25,2524,0,0.0,4918,0,0.0,839,0,0.0,9469,0,0.0,5231,0,0.0,1783,0,0.0,125,0,0.0,2958,0,0.0,1044,0,0.0,2744,0,0.0,3326,0,0.0,0.0,0,43726,0,34961,0
