Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,31,0,0.0,0,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,35,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,91,0,0.0,77,0,0.0,0,0,0.0,0,0,0.0,16,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,184,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,262,0,0.0,255,0,0.0,0,0,0.0,0,0,0.0,85,0,0.0,0,0,0.0,28,0,0.0,0,0,0.0,0.0,0,5586,0,630,0
3,2022-02-19,0,0,0.0,59,0,0.0,45,0,0.0,645,0,0.0,466,0,0.0,38,0,0.0,0,0,0.0,281,0,0.0,29,0,0.0,136,0,0.0,36,0,0.0,0.0,0,12691,0,1735,0
4,2022-02-20,5,0,0.0,185,0,0.0,139,0,0.0,1142,0,0.0,1140,0,0.0,132,0,0.0,0,0,0.0,610,0,0.0,94,0,0.0,392,0,0.0,93,0,0.0,0.0,0,19482,0,3932,0
5,2022-02-21,12,0,0.0,400,0,0.0,236,0,0.0,1997,0,0.0,1653,0,0.0,239,0,0.0,0,0,0.0,892,0,0.0,174,0,0.0,678,0,0.0,203,0,0.0,0.0,0,27403,0,6484,0
6,2022-02-22,40,0,0.0,660,0,0.0,371,0,0.0,3275,0,0.0,2392,0,0.0,388,0,0.0,0,0,0.0,1345,0,0.0,309,0,0.0,986,0,0.0,397,0,0.0,0.0,0,34082,0,10163,0
7,2022-02-23,91,0,0.0,973,0,0.0,502,0,0.0,4683,0,0.0,3118,0,0.0,634,0,0.0,0,0,0.0,1727,0,0.0,447,0,0.0,1446,0,0.0,645,0,0.0,0.0,0,39535,0,14266,0
8,2022-02-24,187,0,0.0,1293,0,0.0,581,0,0.0,5808,0,0.0,3677,0,0.0,904,0,0.0,0,0,0.0,2095,0,0.0,555,0,0.0,1726,0,0.0,857,0,0.0,0.0,0,40535,0,17683,0
9,2022-02-25,322,0,0.0,1548,0,0.0,641,0,0.0,6521,0,0.0,3968,0,0.0,1118,0,0.0,0,0,0.0,2264,0,0.0,632,0,0.0,1972,0,0.0,1099,0,0.0,0.0,0,41430,0,20085,0
