Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,28,0,0.0,0,0,0.0,0,0,0.0,5,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,33,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,98,0,0.0,72,0,0.0,0,0,0.0,0,0,0.0,17,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,187,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,275,0,0.0,264,0,0.0,0,0,0.0,0,0,0.0,95,0,0.0,1,0,0.0,23,0,0.0,0,0,0.0,0.0,0,5586,0,658,0
3,2022-02-19,0,0,0.0,56,0,0.0,38,0,0.0,649,0,0.0,494,0,0.0,41,0,0.0,0,0,0.0,272,0,0.0,36,0,0.0,134,0,0.0,36,0,0.0,0.0,0,12691,0,1756,0
4,2022-02-20,1,0,0.0,202,0,0.0,130,0,0.0,1130,0,0.0,1135,0,0.0,123,0,0.0,0,0,0.0,611,0,0.0,95,0,0.0,399,0,0.0,99,0,0.0,0.0,0,19482,0,3925,0
5,2022-02-21,7,0,0.0,409,0,0.0,223,0,0.0,2058,0,0.0,1627,0,0.0,251,0,0.0,0,0,0.0,873,0,0.0,186,0,0.0,701,0,0.0,229,0,0.0,0.0,0,27403,0,6564,0
6,2022-02-22,34,0,0.0,690,0,0.0,345,0,0.0,3251,0,0.0,2328,0,0.0,408,0,0.0,0,0,0.0,1360,0,0.0,331,0,0.0,1008,0,0.0,388,0,0.0,0.0,0,34082,0,10143,0
7,2022-02-23,77,0,0.0,1003,0,0.0,482,0,0.0,4682,0,0.0,3111,0,0.0,677,0,0.0,0,0,0.0,1729,0,0.0,473,0,0.0,1460,0,0.0,613,0,0.0,0.0,0,39535,0,14307,0
8,2022-02-24,192,0,0.0,1311,0,0.0,576,0,0.0,5804,0,0.0,3677,0,0.0,925,0,0.0,0,0,0.0,2093,0,0.0,569,0,0.0,1728,0,0.0,829,0,0.0,0.0,0,40535,0,17704,0
9,2022-02-25,336,0,0.0,1576,0,0.0,630,0,0.0,6491,0,0.0,3951,0,0.0,1119,0,0.0,0,0,0.0,2274,0,0.0,642,0,0.0,1944,0,0.0,1082,0,0.0,0.0,0,41430,0,20045,0
