Day,Date,Camp_Sofia sim,Camp_Sofia data,Camp_Sofia error,Camp_Vakinankaratra sim,Camp_Vakinankaratra data,Camp_Vakinankaratra error,Camp_Amoron_I_Mania sim,Camp_Amoron_I_Mania data,Camp_Amoron_I_Mania error,Camp_Haute_Matsiatra sim,Camp_Haute_Matsiatra data,Camp_Haute_Matsiatra error,Camp_Vatovavy_Fitovinany sim,Camp_Vatovavy_Fitovinany data,Camp_Vatovavy_Fitovinany error,Camp_Ihorombe sim,Camp_Ihorombe data,Camp_Ihorombe error,Camp_Atsimo-Andrefana sim,Camp_Atsimo-Andrefana data,Camp_Atsimo-Andrefana error,Camp_Atsimo-Atsinanana sim,Camp_Atsimo-Atsinanana data,Camp_Atsimo-Atsinanana error,Camp_Anosy sim,Camp_Anosy data,Camp_Anosy error,Camp_Androy sim,Camp_Androy data,Camp_Androy error,Camp_Atsinanana sim,Camp_Atsinanana data,Camp_Atsinanana error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
0,2022-02-16,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,26,0,0.0,0,0,0.0,0,0,0.0,4,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,960,0,30,0
1,2022-02-17,0,0,0.0,0,0,0.0,0,0,0.0,89,0,0.0,71,0,0.0,0,0,0.0,0,0,0.0,17,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,2703,0,177,0
2,2022-02-18,0,0,0.0,0,0,0.0,0,0,0.0,262,0,0.0,274,0,0.0,0,0,0.0,0,0,0.0,80,0,0.0,1,0,0.0,27,0,0.0,0,0,0.0,0.0,0,5586,0,644,0
3,2022-02-19,0,0,0.0,47,0,0.0,56,0,0.0,631,0,0.0,505,0,0.0,40,0,0.0,0,0,0.0,265,0,0.0,34,0,0.0,137,0,0.0,35,0,0.0,0.0,0,12691,0,1750,0
4,2022-02-20,1,0,0.0,185,0,0.0,135,0,0.0,1145,0,0.0,1166,0,0.0,117,0,0.0,0,0,0.0,601,0,0.0,95,0,0.0,424,0,0.0,96,0,0.0,0.0,0,19482,0,3965,0
5,2022-02-21,8,0,0.0,388,0,0.0,268,0,0.0,2014,0,0.0,1656,0,0.0,244,0,0.0,0,0,0.0,853,0,0.0,195,0,0.0,721,0,0.0,213,0,0.0,0.0,0,27403,0,6560,0
6,2022-02-22,26,0,0.0,655,0,0.0,381,0,0.0,3243,0,0.0,2348,0,0.0,396,0,0.0,0,0,0.0,1331,0,0.0,333,0,0.0,1022,0,0.0,409,0,0.0,0.0,0,34082,0,10144,0
7,2022-02-23,78,0,0.0,1000,0,0.0,509,0,0.0,4638,0,0.0,3114,0,0.0,647,0,0.0,0,0,0.0,1729,0,0.0,460,0,0.0,1496,0,0.0,676,0,0.0,0.0,0,39535,0,14347,0
8,2022-02-24,174,0,0.0,1276,0,0.0,590,0,0.0,5769,0,0.0,3667,0,0.0,931,0,0.0,0,0,0.0,2063,0,0.0,580,0,0.0,1763,0,0.0,875,0,0.0,0.0,0,40535,0,17688,0
9,2022-02-25,294,0,0.0,1546,0,0.0,652,0,0.0,6501,0,0.0,3905,0,0.0,1129,0,0.0,0,0,0.0,2231,0,0.0,647,0,0.0,1985,0,0.0,1102,0,0.0,0.0,0,41430,0,19992,0
10,2022-02-26,455,0,0.0,1790,0,0.0,686,0,0.0,7074,0,0.0,4060,0,0.0,1223,0,0.0,0,0,0.0,2320,0,0.0,713,0,0.0,2138,0,0.0,1298,0,0.0,0.0,0,42234,0,21757,0
11,2022-02-27,620,0,0.0,1999,0,0.0,715,0,0.0,7496,0,0.0,4179,0,0.0,1284,0,0.0,0,0,0.0,2378,0,0.0,755,0,0.0,2284,0,0.0,1486,0,0.0,0.0,0,42959,0,23196,0
12,2022-02-28,784,0,0.0,2221,0,0.0,740,0,0.0,7930,0,0.0,4300,0,0.0,1359,0,0.0,0,0,0.0,2438,0,0.0,784,0,0.0,2371,0,0.0,1653,0,0.0,0.0,0,43615,0,24580,0
13,2022-03-01,942,0,0.0,2474,0,0.0,760,0,0.0,8280,0,0.0,4384,0,0.0,1424,0,0.0,1,0,0.0,2503,0,0.0,817,0,0.0,2448,0,0.0,1780,0,0.0,0.0,0,43648,0,25813,0
14,2022-03-02,1084,0,0.0,2688,0,0.0,773,0,0.0,8471,0,0.0,4459,0,0.0,1471,0,0.0,2,0,0.0,2550,0,0.0,840,0,0.0,2517,0,0.0,1897,0,0.0,0.0,0,43676,0,26752,0
15,2022-03-03,1192,0,0.0,2873,0,0.0,788,0,0.0,8654,0,0.0,4527,0,0.0,1504,0,0.0,2,0,0.0,2586,0,0.0,865,0,0.0,2562,0,0.0,2000,0,0.0,0.0,0,43703,0,27553,0
16,2022-03-04,1314,0,0.0,3031,0,0.0,799,0,0.0,8796,0,0.0,4581,0,0.0,1533,0,0.0,4,0,0.0,2603,0,0.0,877,0,0.0,2605,0,0.0,2110,0,0.0,0.0,0,43726,0,28253,0
17,2022-03-05,1401,0,0.0,3162,0,0.0,806,0,0.0,8909,0,0.0,4620,0,0.0,1557,0,0.0,5,0,0.0,2621,0,0.0,895,0,0.0,2631,0,0.0,2203,0,0.0,0.0,0,43726,0,28810,0
18,2022-03-06,1499,0,0.0,3293,0,0.0,811,0,0.0,8984,0,0.0,4652,0,0.0,1574,0,0.0,7,0,0.0,2641,0,0.0,914,0,0.0,2662,0,0.0,2292,0,0.0,0.0,0,43726,0,29329,0
19,2022-03-07,1593,0,0.0,3395,0,0.0,818,0,0.0,9055,0,0.0,4693,0,0.0,1606,0,0.0,12,0,0.0,2661,0,0.0,924,0,0.0,2685,0,0.0,2372,0,0.0,0.0,0,43726,0,29814,0
20,2022-03-08,1667,0,0.0,3525,0,0.0,821,0,0.0,9116,0,0.0,4734,0,0.0,1624,0,0.0,16,0,0.0,2684,0,0.0,939,0,0.0,2708,0,0.0,2445,0,0.0,0.0,0,43726,0,30279,0
21,2022-03-09,1739,0,0.0,3641,0,0.0,825,0,0.0,9175,0,0.0,4766,0,0.0,1643,0,0.0,19,0,0.0,2710,0,0.0,947,0,0.0,2726,0,0.0,2536,0,0.0,0.0,0,43726,0,30727,0
22,2022-03-10,1800,0,0.0,3751,0,0.0,826,0,0.0,9235,0,0.0,4800,0,0.0,1666,0,0.0,26,0,0.0,2733,0,0.0,956,0,0.0,2734,0,0.0,2598,0,0.0,0.0,0,43726,0,31125,0
23,2022-03-11,1863,0,0.0,3846,0,0.0,828,0,0.0,9274,0,0.0,4827,0,0.0,1675,0,0.0,30,0,0.0,2752,0,0.0,964,0,0.0,2744,0,0.0,2671,0,0.0,0.0,0,43726,0,31474,0
24,2022-03-12,1923,0,0.0,3947,0,0.0,828,0,0.0,9302,0,0.0,4844,0,0.0,1690,0,0.0,34,0,0.0,2765,0,0.0,974,0,0.0,2750,0,0.0,2739,0,0.0,0.0,0,43726,0,31796,0
25,2022-03-13,1977,0,0.0,4047,0,0.0,829,0,0.0,9330,0,0.0,4868,0,0.0,1705,0,0.0,42,0,0.0,2790,0,0.0,981,0,0.0,2755,0,0.0,2799,0,0.0,0.0,0,43726,0,32123,0
26,2022-03-14,2029,0,0.0,4136,0,0.0,829,0,0.0,9351,0,0.0,4907,0,0.0,1713,0,0.0,50,0,0.0,2799,0,0.0,990,0,0.0,2763,0,0.0,2850,0,0.0,0.0,0,43726,0,32417,0
27,2022-03-15,2078,0,0.0,4222,0,0.0,830,0,0.0,9379,0,0.0,4936,0,0.0,1722,0,0.0,56,0,0.0,2818,0,0.0,1002,0,0.0,2774,0,0.0,2909,0,0.0,0.0,0,43726,0,32726,0
28,2022-03-16,2131,0,0.0,4294,0,0.0,831,0,0.0,9399,0,0.0,4960,0,0.0,1725,0,0.0,62,0,0.0,2826,0,0.0,1005,0,0.0,2779,0,0.0,2974,0,0.0,0.0,0,43726,0,32986,0
29,2022-03-17,2174,0,0.0,4377,0,0.0,832,0,0.0,9418,0,0.0,4978,0,0.0,1730,0,0.0,64,0,0.0,2838,0,0.0,1014,0,0.0,2784,0,0.0,3021,0,0.0,0.0,0,43726,0,33230,0
